,reads.1.RPKM,reads.2.RPKM,reads.3.RPKM,reads.4.RPKM,reads.5.RPKM,reads.6.RPKM,reads.7.RPKM,reads.8.RPKM,reads.9.RPKM,reads.10.RPKM
NR_024569,0.0986942,0.5796,0.186924,0.421903,0.152483,0.404308,0.314094,0.252002,0.365998,0.206211
NM_001012614,16.0719,16.1538,25.6193,21.4459,25.2907,22.1398,21.3406,24.436,23.8389,23.834
NM_001328,7.54665,9.63018,17.8385,14.0564,10.547,10.7293,12.277,13.7908,12.6304,14.1485
NR_033339,1.81203,1.28593,2.22439,2.69817,2.49036,2.06197,1.9537,2.38132,2.9522,2.38303
NM_001017405,4.8726,3.04518,3.9779,5.39368,5.82054,4.5784,3.47374,4.89905,5.25889,5.29583
NM_005882,1.8805,3.47621,3.96834,2.95549,3.58078,2.73314,4.63167,2.94309,3.59569,2.94422
NM_020894,0.853575,0.618861,0.86137,1.54451,0.542238,0.789685,0.983783,0.937424,1.3214,0.732668
NM_175918,0.685999,0.958155,1.09191,2.03836,0.66787,1.27135,1.26618,1.17227,1.68953,0.96709
NM_001013622,0.0258249,0.119958,0.0514859,0.061332,0.0596274,0.0774099,0.0777714,0.0602289,0.0696408,0.0769507
NM_001174070,0.0267624,0.124313,0.0533549,0.0635584,0.061792,0.0802199,0.0805946,0.0624153,0.0721688,0.0797441
NM_006527,2.33686,3.85783,3.15327,4.2349,6.00661,3.98642,3.28986,3.90238,4.20754,5.03839
NM_001127266,2.84127,3.74924,3.18385,2.58204,2.42419,3.16997,3.07759,2.43015,2.62538,2.51976
NM_138385,4.07729,5.54986,3.38055,5.20729,3.50018,4.43859,4.14894,4.78488,4.01438,3.76816
NM_006342,1.39698,1.14409,1.02238,3.72568,0.892409,1.51949,1.88161,1.37863,2.96844,0.930876
NM_000142,0.770131,2.72209,0.84483,2.09032,7.90301,3.05379,1.46812,2.61708,3.55794,5.4701
NM_001163213,0.953345,3.89171,1.57224,2.70505,3.25264,2.77915,2.01894,1.31556,2.43998,2.06549
NM_022965,0.0197425,0.0876549,0.0539993,0.0356257,0.0180563,0.0319448,0.022771,0.0338796,0.0184949,0.0139234
NM_012318,5.53518,6.32479,6.6301,5.72543,7.15159,6.11507,5.84549,6.50406,6.03429,6.99956
NM_001042424,0.629519,0.477182,0.83331,1.02906,0.629987,0.693781,0.875951,0.881133,0.922616,0.817901
NM_007331,0.29376,0.114169,0.161022,0.218966,0.445324,0.179329,0.238407,0.324094,0.327421,0.363823
NM_133330,0.279312,0.211719,0.374972,0.531788,0.306349,0.307832,0.387957,0.329342,0.497377,0.351834
NM_133331,0.443242,0.335979,0.490419,0.535779,0.486142,0.488499,0.519534,0.522643,0.600406,0.480138
NM_133335,0.694311,0.526297,0.768223,0.839265,0.694837,0.765198,0.813831,0.818696,0.867275,0.752116
NM_133334,0.441921,0.309193,0.494443,0.476613,2.04256,0.63063,0.501215,0.636769,0.84126,1.34409
NR_003004,1.96638,3.5231,2.35217,11.6083,1.55664,4.71537,6.7113,2.7516,9.94247,2.3437
NM_005663,3.79226,5.24484,10.5846,7.17815,7.90013,7.0796,6.42314,8.35886,7.66841,9.41651
NM_001168243,1.10946,1.74079,1.46585,5.28776,7.60866,2.12901,3.76667,3.37031,5.82811,4.70038
NM_001141936,0.532084,0.6682,0.613567,1.78601,1.33685,1.04053,0.505693,0.0304919,1.87698,1.5484
NM_178557,2.26916,2.99209,4.23178,3.63059,32.4383,6.76832,4.29514,6.65354,11.7105,20.9247
NM_181808,0.0169574,0.0168789,0.0354807,0.159104,0.178134,0.0551771,0.0884061,0.0677968,0.232016,0.106403
NM_024511,0.307248,0.305825,0.322907,0.569886,0.689579,0.374909,0.368403,0.394841,0.64333,0.563975
NM_006454,10.6319,6.79575,8.35125,16.0199,8.68984,8.61818,10.7249,9.2854,13.9795,9.09765
NM_001172656,0.0549079,0.207051,0.26522,0.779323,0.609392,0.294897,0.36565,0.244064,0.597591,0.490808
NM_001172659,0.291028,0.131619,0.16512,0.85932,0.724364,0.51402,0.2795,0.527272,1.14015,0.797212
NM_020972,0.513702,0.591882,0.345516,1.34082,1.58117,0.750963,0.682277,0.660069,1.20608,0.98859
NM_001172660,2.34E-07,0.0314698,0.0147457,0.0826911,0.11203,0.209169,1.32E-09,0.134711,0.0956961,0.116598
NM_001172657,1.72E-07,0.0641493,0.111785,0.501755,0.0931699,0.200564,0.186573,0.124146,0.477512,0.0816273
NM_001193282,0.0929732,0.0694071,0,0.331205,0.0920001,0.0928954,0.0466646,0.0696961,0.164533,0.0230861
NM_001185010,1.8345,3.8272,2.78817,2.14855,5.0606,3.08996,3.17121,2.68268,2.99574,3.81611
NM_002938,3.91036,2.45935,3.17937,4.53275,4.47711,3.49191,2.66074,3.85226,3.81818,4.27866
NM_001185009,0.196805,0.0435469,0.232424,0.667783,0.112996,0.497688,0.316663,0.351704,0.724864,0.190907
NM_003704,3.7911,3.63914,5.53917,6.36414,5.76587,4.54551,5.22359,5.32572,6.44906,5.94219
NM_001161527,5.19927,7.49153,9.07078,7.80233,4.11148,8.01409,7.68339,7.44313,6.89198,6.94682
NM_024309,2.80094,3.26132,8.77655,4.93717,3.63065,4.29448,5.17929,6.62862,5.74136,4.99256
NM_001122681,0.491883,0.759552,0.387264,1.03925,0.377255,0.608972,0.674617,0.435694,0.75546,0.41055
NM_001145855,0.727887,0.842382,0.847016,1.9023,0.625105,0.973718,1.04369,0.922673,1.51214,0.392249
NM_001145856,0.403709,0.623407,0.242574,0.861615,0.309634,0.593062,0.553709,0.357605,0.712378,0.434494
NM_003023,0.361268,0.557887,0.217075,0.688757,0.364578,0.535531,0.495486,0.320016,0.554874,0.393756
NM_001119,8.38041,7.71595,13.8945,8.61029,14.8322,10.0223,10.6463,12.6129,11.4022,14.1711
NM_014189,8.3044,6.45892,12.0392,8.18828,14.7819,9.32173,8.5303,11.8384,10.3172,14.2852
NM_014190,7.29281,6.75195,12.2047,7.61746,13.0712,9.04315,9.48356,10.9852,9.72723,12.3993
NM_176801,7.25122,5.67229,10.6073,7.26335,13.0614,8.43274,7.62445,10.3483,8.83607,12.538
NM_001120,2.96248,1.53742,1.40012,5.55484,1.77571,2.36027,2.60417,2.02468,4.14447,2.10318
NM_001146069,1.84513,1.79489,3.26396,5.82419,2.06236,2.70794,4.14613,3.69924,5.31019,2.57386
NR_015453,0.385001,0.581866,0.789786,0.798377,1.15314,0.840099,0.769423,0.966583,0.872315,0.987875
NM_003703,5.23799,9.37976,18.7122,6.45797,6.61412,10.3064,9.92869,13.6301,7.16382,11.8679
NM_001004056,0.122918,0.17523,0.168476,0.148567,0.296495,0.153519,0.185083,0.215003,0.257705,0.306265
NM_001004057,0.180165,0.03387,0.24694,0.217758,0.143909,0.225017,0.271281,0.315135,0.0996482,0.154113
NM_182982,0.052672,0.0750883,0.0721942,0.0636627,0.127052,0.0657849,0.0793105,0.0921314,0.11043,0.131238
NM_002111,2.10866,3.18467,6.255,4.68237,6.77601,4.35231,4.22249,5.67386,5.43423,6.49336
NM_001042690,0.0588738,0.0879018,0.0880303,0.0599229,0.640833,0.205886,0.147748,0.176536,0.178607,0.292378
NM_002926,1.58189,2.05795,2.51729,3.10619,3.12086,2.31557,2.35838,2.41142,2.89149,2.95932
NM_198229,0.0162293,0.000433319,0.0958944,0.00376463,0.0177336,0.0222207,0.0267087,0.041465,0.00570392,0.0481113
NM_198227,0.956018,1.8647,2.47951,2.88499,3.56742,2.47883,1.9368,2.47609,3.59,3.25644
NM_001528,1.97796,15.3903,2.74112,2.23417,1.67083,8.29084,3.26887,2.79674,0.756174,1.60521
NM_001164673,2.24287,0.37872,1.70673,0.723568,0.604381,0.810346,1.24632,1.34105,0.779644,1.12378
NM_173660,2.05816,0.347539,1.56622,0.663997,0.55462,0.743631,1.14372,1.23064,0.715457,1.03126
NM_002337,52.51,42.574,47.8175,42.1001,44.1524,43.8937,46.6447,48.2595,42.0814,46.0592
NM_000683,2.81199,0.674752,1.5517,1.14995,1.66456,1.15396,2.09186,1.35512,1.6757,1.64586
NR_024253,0.230458,0.573478,0.2728,0.45447,0.39908,0.431747,0.318093,0.38871,0.393271,0.400574
NM_032927,1.41916,1.35608,1.32977,1.82,2.58392,1.58812,1.59554,1.61705,1.69343,2.19891
NM_001145725,3.1027,2.65102,3.44042,2.08273,2.68076,2.68244,2.93203,3.12546,3.06932,3.5208
NM_017816,0.853432,1.13464,1.74372,0.983209,1.27167,1.52621,1.21667,1.26898,0.641689,1.15223
NM_145291,0.451006,0.382411,0.482876,0.561052,0.479343,0.567457,0.4695,0.400699,0.692561,0.514318
NM_001040101,1.77755,1.28497,1.4022,1.22877,10.8413,2.20884,1.78399,2.16845,4.30197,6.61783
NM_014392,0.613601,0.222825,0.130657,0.321762,1.60031,0.342667,0.33298,0.436818,0.495808,1.21229
NM_016930,3.05794,4.30176,3.80343,4.94518,3.69628,3.9511,3.93748,3.82028,4.63888,3.9324
NM_002448,0.989791,0.277879,0.910752,0.929935,1.07988,0.583234,0.866198,0.862476,0.898261,0.756227
NM_018401,0.167728,0.0607097,0.334391,0.294875,0.497918,0.304705,0.21429,0.350534,0.29297,0.454346
NM_001166136,0.0190778,0.0186263,0.0272629,0.0760678,0.0017646,0.046024,0.0650235,0.0170822,0.100439,0.0228755
NM_147127,0.313446,0.123768,0.181156,0.744632,0.119397,0.30582,0.432067,0.426897,0.667397,0.152003
NM_153717,0.6575,0.372888,0.502991,1.60301,0.34044,0.702783,1.0284,0.703031,1.26794,0.463212
NM_001014809,1.0685,0.99723,1.90449,2.05147,13.1006,2.57975,1.33031,2.48634,4.93745,8.20698
NM_001313,2.19528,2.4955,2.70646,4.498,23.9739,5.91567,4.08158,5.25509,10.7305,16.0004
NM_001099433,0.000235025,0.00125907,0.0615932,0.107319,0.0953149,0.000660177,0.0825471,0.000249192,0.247823,0.0514676
NM_144720,0.588805,0.811861,0.76177,1.36437,8.46357,1.746,1.08659,1.57616,3.24734,5.41356
NM_001145853,7.56843,3.33154,4.52798,6.68126,6.42798,4.81842,6.03401,5.35948,6.87294,5.7668
NM_006005,7.40386,3.25913,4.42957,6.53604,6.28827,4.71369,5.90286,5.24299,6.72356,5.64146
NM_020416,1.99261,1.58743,1.77828,1.58601,14.2403,3.1879,1.48104,2.84829,5.30463,9.23371
NM_181876,2.82454,3.04957,3.93931,4.10027,33.5678,6.67357,4.86971,6.75731,10.9148,21.4156
NM_015274,4.89046,7.57858,6.00703,9.34188,7.76348,7.76956,6.67743,6.38232,8.53149,7.10191
NM_033296,72.0089,90.4317,89.1264,70.9763,151.833,92.7935,79.6192,89.527,90.3508,123.691
NR_015433,1.85675,2.31752,3.026,2.69977,5.89107,2.94475,2.30763,3.24037,3.54662,4.65438
NM_005980,1.1567,2.78241,1.3452,7.06386,1.04921,3.27456,3.38662,2.60131,6.14094,1.43609
NM_203462,14.4914,14.6704,12.9054,14.7811,25.1328,15.0659,15.0122,13.9285,16.1854,20.6847
NM_018366,1.78068,2.15225,3.04291,3.39828,2.39135,2.35108,2.77701,2.63795,2.82968,2.68454
NM_001100590,3.38296,1.49466,2.79224,1.38653,3.45098,2.07818,2.36071,2.69531,2.19843,3.21819
NM_014743,2.72855,1.20552,2.25209,1.1183,2.78341,1.67621,1.90402,2.1739,1.7732,2.59566
NM_001113361,1.61077,1.68702,2.56101,1.5572,2.27321,1.39909,1.66516,1.88267,1.88924,2.30385
NM_020773,1.39546,1.46234,1.87189,1.36071,2.05385,1.48037,1.15592,1.71673,1.29275,1.69123
NM_001113363,4.4053,3.55593,4.1974,4.82072,6.71668,5.21389,5.02882,4.23851,5.64122,5.58822
NR_033828,0.028876,0.00016575,0.0288864,0.122951,0.0307891,0.0342019,0.0292847,0.0285565,0.031845,0.0295906
NM_153376,0.251164,0.34091,0.591775,1.20848,0.926357,0.593163,0.779297,0.707482,0.969772,0.748394
NM_152293,6.28467,5.96039,10.7217,4.91069,6.2979,6.25662,6.85832,8.88092,4.8905,8.28134
NM_025196,13.2705,24.0756,14.7271,7.38558,13.7138,18.0602,12.5994,13.7541,7.89977,13.9274
NR_027441,0.0229718,0.0685963,0.0686966,0.0935246,0.136388,0.0459051,0.0230597,0.0688819,0.0929203,0.0912655
NM_020777,0.649722,0.654798,0.688138,1.15728,4.78977,1.20909,1.07615,1.20952,2.25032,3.22664
NR_026892,0.0308476,0.00757607,0.0155043,0.0973059,0.0911643,0.0152953,0.0545925,0.0227974,0.077761,0.0766378
NM_001134647,0.4157,0.296017,0.489552,0.733014,1.38492,0.681049,0.590238,0.621643,1.01826,1.0743
NM_198595,0.608334,0.57239,0.946613,1.41733,1.2621,0.758859,0.942247,1.00353,1.38345,1.15852
NM_001130083,5.42569,15.5602,85.243,12.5089,23.8058,29.8318,30.1712,56.57,20.0765,46.6161
NM_001130084,0.902953,3.1654,13.8299,2.47707,4.19194,5.73679,4.69719,9.22766,2.89037,8.29468
NM_001130085,1.37301,4.74887,20.205,3.41803,5.65642,8.0958,6.79204,12.9208,3.82148,11.684
NM_001130086,0.551414,1.67278,8.16893,1.62385,2.68142,3.60493,2.98298,5.94452,1.93616,5.62075
NM_001130087,0.69952,2.08779,10.0738,1.85855,3.15173,4.38341,3.74319,7.22306,2.25836,6.74256
NM_032432,0.834331,2.49034,11.8408,2.21687,3.57182,5.03777,4.27835,8.24227,2.52603,7.84852
NM_001130088,0.215712,0.67268,4.30152,0.870197,1.01552,1.46345,1.2981,2.49568,1.16084,2.08051
NM_018986,1.22322,2.60741,1.33437,3.85251,0.787913,2.2945,2.16621,1.51098,3.08077,0.939864
NM_053044,11.2078,3.32753,6.35659,11.1321,3.02119,5.27096,9.19452,7.20426,10.0832,4.31843
NM_001101667,0.750949,1.16683,0.57307,0.550722,1.308,1.0565,0.905064,0.808443,0.629541,0.91611
NM_003501,1.6102,1.26141,0.855691,1.79521,1.09257,1.19027,1.53738,1.02293,1.51292,1.09331
NM_152544,0.794568,0.73931,0.843701,1.301,0.666605,0.949232,0.81495,0.690594,1.20525,0.823506
NM_001014447,0.282565,0.210942,0.299272,1.6627,0.445624,0.370556,0.833212,0.547203,1.55373,0.456061
NM_001014448,0.0317471,0.0237,0.0336242,0.186808,0.0500673,0.0416331,0.0936137,0.0614803,0.174567,0.0512401
NM_003652,0.378373,0.282466,0.400746,2.22645,0.59672,0.496199,1.11573,0.732744,2.08053,0.610697
NM_000798,0.0620702,0.0411885,0.0412488,0.189529,0.470891,0.124036,0.145385,0.12408,0.292918,0.184951
NM_020041,0.734668,1.26427,0.349991,1.74111,0.359103,1.14732,0.875407,0.81523,1.48104,0.417704
NM_005112,0.542092,1.52858,0.70024,1.77643,1.10837,1.5645,1.01567,0.87531,1.77383,0.77717
NM_017491,35.3486,29.501,34.4584,47.4455,26.2023,32.7909,37.8863,34.8236,43.4946,29.9003
NM_053042,1.16237,0.536164,1.01737,0.836813,1.08007,0.821473,0.953375,0.807595,0.989087,1.11931
NM_052964,0.029314,0.0291783,0.029221,0.238691,0.0290072,0.0292895,0.0588525,0.117199,0.296436,0.0291157
NM_005114,0.450317,0.27392,0.997528,1.70605,1.83193,1.02486,0.828742,0.875192,1.69503,1.61514
NR_003132,8.19494,5.75494,10.2437,5.4549,15.1537,8.02733,7.92351,9.66836,8.23625,12.9933
NM_001017979,0.279076,0.357012,0.650545,0.380999,0.78292,0.406687,0.523232,0.494956,0.340575,0.681462
NM_001159601,0.354911,0.155175,0.282758,0.165602,0.685234,0.176765,0.227421,0.215132,0.148031,0.634166
NM_004249,2.88667,1.02151,0.917199,1.76858,1.50908,1.77255,1.89546,1.38051,2.33098,1.45092
NM_148894,1.97254,1.30894,1.74315,3.0946,3.35929,2.03146,2.22819,2.06014,3.30095,2.85311
NM_001177381,0.248773,0.218054,0.240919,0.23557,0.812861,0.32058,0.209968,0.306795,0.416062,0.56794
NM_001177382,0.196293,0.172055,0.251149,0.185875,0.641386,0.25295,0.165674,0.242075,0.394763,0.448131
NM_001177383,0.255457,0.223914,0.247387,0.2419,0.834711,0.329184,0.21561,0.315036,0.427236,0.583198
NM_001177384,0.267008,0.234039,0.25858,0.252838,0.819802,0.292113,0.22536,0.329283,0.39614,0.609578
NM_182485,0.210508,0.184515,0.269337,0.199336,0.64627,0.230296,0.177672,0.259606,0.375958,0.480582
NM_182646,0.274208,0.240348,0.265548,0.259654,0.841834,0.299984,0.231435,0.338168,0.406813,0.625997
NM_001135170,0.0111128,0.0300586,0.0652221,0.0723989,0.0208157,0.0171949,0.0468013,0.0270743,0.067571,0.0624877
NM_001135171,0.306761,0.0380595,0.0825829,0.402467,0.164076,0.254564,0.219221,0.179941,0.391153,0.0791207
NM_031911,0.0239308,0.0647294,0.140452,0.155907,0.0448254,0.0370284,0.100784,0.0583029,0.145511,0.134564
NM_001080522,0.433924,0.168087,0.181717,0.557841,0.380891,0.29935,0.390668,0.258645,0.505091,0.433629
NM_001164720,0.264385,0.01897,0.204642,0.402507,0.643367,0.272772,0.301397,0.315203,0.27826,0.362723
NM_020785,0.0456404,0.188345,0.035327,0.0694841,0.111063,0.0470882,0.154202,0.195791,0.126122,0.0626163
NM_001193534,2.46166,1.61419,2.23014,1.87283,2.96601,1.95375,2.054,2.26194,2.11989,2.76953
NM_001193535,2.84709,2.12148,2.79875,2.19683,3.03542,2.43558,2.43758,2.71137,2.65211,3.00984
NM_012161,2.42027,1.58705,2.19254,1.84134,2.91618,1.92094,2.01948,2.22393,2.08424,2.72299
NR_036464,1.35627,0.889413,1.22877,1.03189,1.63413,1.07649,1.13171,1.2463,1.16803,1.52601
NM_001145191,1.22198,0.814603,0.838145,0.992726,2.29636,1.15375,1.06911,1.08693,1.34909,1.91522
NM_004334,1.36185,0.958803,0.728431,1.75801,0.262946,0.796515,0.966951,0.730397,1.17563,0.593843
NM_001775,0.494563,0.689183,0.624458,2.51688,0.456761,0.856525,1.45627,0.988647,2.16721,0.589462
NM_031950,2.39291,0.543225,0.8788,0.811851,0.540039,0.377511,1.39067,1.21685,0.976417,0.458666
NM_001145848,0.192245,0.0247105,0.0518376,0.240629,0.0505761,0.0335592,0.0351818,0.0291922,0.0708835,0.0348105
NM_001145849,0.0310036,0.0343685,0.00425135,0.0677229,0.0703438,0.0466757,0.0489325,0.0406019,0.0985882,0.0484162
NM_001145850,0.0350687,0.0388748,0.00480877,0.0766026,0.0795669,0.0527956,0.0553484,0.0459255,0.111514,0.0547643
NM_001145851,0.0356148,0.0394802,0.00488366,0.0777955,0.0808061,0.0536179,0.0562104,0.0466407,0.113251,0.0556172
NM_001145852,0.040319,0.044695,0.00552873,0.0880711,0.0914793,0.0607001,0.063635,0.0528013,0.12821,0.0629635
NM_006017,0.021847,0.0242181,0.0508047,0.0477218,0.0495684,0.0328904,0.0344807,0.0286105,0.0694711,0.0341169
NM_153365,2.67871,3.65817,3.81305,2.54104,4.7606,3.45799,3.09768,3.12721,2.96887,4.56556
NR_027696,3.67608,6.98253,9.57586,6.1484,4.6511,6.74429,5.90722,7.92202,6.12233,7.55259
NR_027697,3.18157,4.12759,9.99874,7.67822,3.79013,5.90919,5.95316,8.0191,6.69849,5.5367
NM_001130834,2.12882,1.87607,2.46279,3.48171,5.67037,2.39835,3.07553,2.87424,4.20763,4.77795
NM_001290,4.10195,3.37591,4.38521,5.88003,15.4112,5.63042,4.77829,5.5757,8.73242,11.2222
NM_000320,11.6877,20.0997,11.1762,13.47,57.1498,21.5135,13.6729,15.6652,22.9465,37.5729
NM_015907,19.5,20.9476,17.2679,30.8077,18.9252,21.5186,22.371,18.8822,27.3891,17.973
NM_025205,3.37708,3.81983,5.50859,4.57,5.08855,3.91107,3.89081,4.10424,4.57928,4.38338
NM_015688,0.127953,0.29293,0.765282,0.338607,0.582424,0.357969,0.398173,0.665034,0.595203,0.635438
NM_017741,1.76188,1.30184,2.34889,2.48638,4.47089,2.2572,2.03988,2.45247,3.47593,3.33888
NM_022346,0.0149008,0.0274615,0.0615383,0.0816773,0.0308937,0.0447237,0.0485856,0.0369606,0.0668629,0.0734587
NM_153686,0.201363,0.417653,0.137426,0.293592,0.418984,0.386075,0.317873,0.330789,0.404062,0.291968
NM_001166139,0.165322,0.202823,0.34136,0.133297,0.272802,0.152779,0.268184,0.325934,0.223801,0.30626
NM_004787,1.48968,0.622771,1.31666,4.76097,2.08338,1.61744,2.34278,1.93565,4.00712,1.96295
NM_001130727,0.378205,0.0942686,0.415529,0.555734,0.978131,0.390822,0.479213,0.701482,1.0068,0.62464
NM_145048,0.339432,0.155145,0.187099,0.198914,0.380824,0.185882,0.350511,0.203897,0.0472584,0.358994
NM_025221,0.278304,0.0450795,0.0131475,0.112381,2.25967,0.534487,0.810716,0.2284,0.724152,1.70007
NM_147181,0.0594736,0.118672,0.0346106,0.295841,0.683741,0.124301,0.0248875,0.0676984,0.374927,0.476867
NM_147182,0.144244,0.483757,0.468853,0.020801,2.80326,0.551618,0.103173,0.722831,0.794908,1.56224
NM_147183,0.0232292,0.046351,0.210762,0.11555,0.519931,0.0485494,0.0097206,0.231188,0.440894,0.442346
NR_002813,0.00499184,0.0149062,0.0298559,0.00508079,0.108671,0.0249383,0.0200438,0.0149682,0.0201919,0.0793291
NM_145290,3.42824,10.8058,5.38394,2.90777,5.61125,7.42162,4.36122,5.07521,2.83448,5.10757
NM_001128432,0.507953,4.64406,0.959508,0.367676,0.489451,2.23076,0.885733,0.895179,0.202737,0.544343
NM_020973,0.0533971,1.22255,0.319413,0.326059,0.105682,0.853794,0.321664,0.106742,2.75E-06,0.053036
NM_013261,5.43105,2.88883,2.73018,1.15625,2.67171,2.90761,2.77279,3.00196,1.66809,2.65079
NM_001358,10.745,10.0948,10.142,9.45948,11.1004,10.0355,9.86957,10.1857,10.0249,10.559
NM_003102,19.8375,7.10458,17.0823,27.1286,10.0535,12.8177,19.3002,17.4498,21.9138,14.0829
NM_001130726,1.95483,2.16499,2.08349,1.98563,4.87906,2.55722,1.88272,2.68045,2.94974,3.53899
NM_173463,0.477931,0.563119,0.610306,0.17012,1.50551,0.58987,0.678863,0.507078,0.550341,1.18889
NM_018176,0.372245,0.169822,0.286028,0.568318,1.00528,0.371933,0.342531,0.395319,0.650911,0.808778
NM_016955,0.418009,1.56894,0.572938,0.726824,0.663537,1.01804,0.786768,0.635414,0.510774,0.640071
NM_018323,0.477808,2.25568,0.639591,1.19496,0.526842,1.50042,0.877051,0.818702,0.869725,0.650847
NM_024936,0.492123,0.454856,0.438001,0.626117,0.382621,0.386344,0.599866,0.474317,0.497657,0.349139
NM_013367,1.28786,1.17202,1.44883,1.77896,1.23797,1.34193,1.16352,1.39757,1.33955,1.27915
NM_001177998,4.07958,1.52007,5.37943,37.0066,2.34094,8.6267,14.013,9.27513,28.9069,4.63871
NM_006424,4.02091,1.49827,5.30237,36.4812,2.30727,8.50325,13.8149,9.14328,28.4762,4.57233
NM_001177999,3.45626,1.25575,4.31755,29.9193,1.79024,6.52255,11.2049,8.04071,22.8266,3.73678
NM_015187,1.48052,1.5382,1.51891,7.57849,1.83929,2.7534,3.46053,2.54914,6.38207,1.92131
NM_001145432,7.51453,12.981,9.27878,6.51352,6.1406,9.9787,9.1493,8.5285,5.88312,6.74141
NM_005349,0.610121,0.0683002,0.279177,0.606499,0.710724,0.159569,0.614304,0.306128,0.554422,0.566562
NM_203283,0.55209,0.184901,0.755792,1.09388,1.92407,0.431985,1.05752,0.828725,0.989127,1.5338
NM_015874,1.84874,1.42336,3.24945,5.44573,3.64116,2.62746,3.23204,4.12017,5.47432,3.78365
NM_203284,2.41468,2.10908,2.2115,3.75047,4.59175,2.73939,2.20964,1.44714,4.67725,3.23273
NM_018317,0.402215,0.200176,0.51231,0.386639,0.574896,0.290245,0.426186,0.446689,0.51972,0.488271
NM_001169117,0.321311,0.376743,0.369154,0.853634,0.84712,0.519655,0.538482,0.462682,0.936216,0.59501
NM_001169118,0.380562,0.446211,0.437218,1.01102,0.804016,0.615474,0.637775,0.548002,1.10887,0.704716
NM_020860,0.417615,0.48966,0.479792,1.10947,0.882293,0.675405,0.699874,0.601358,1.21683,0.773338
NM_001173523,1.49858,0.500187,0.585462,0.622904,3.61802,1.03458,1.0543,0.863232,1.49782,2.40064
NM_002589,0.537012,0.256513,0.15233,0.0391218,0.0930969,0.181385,0.167447,0.356759,0.087668,0.211022
NM_032456,0.118208,0.0140821,0.0139926,0.0123861,0.0294752,0.0230021,0.0530148,0.0634994,0.027756,0.0358943
NM_032457,1.5834,0.528505,0.618603,0.65817,3.82258,1.0931,1.11395,0.912103,1.58256,2.53661
NM_015230,0.467551,0.631595,0.759022,1.52282,3.57568,1.18124,0.958796,1.01476,2.05334,2.46789
NM_001136536,0.0395858,0,0.0704411,0.253215,0.00784767,0.0316961,0.0558882,0.00342895,0.185434,0.0350937
NM_001170700,0.0185809,0.0112851,1.60E-08,0.206289,0.00366441,0.0148003,0.0941523,0.0760235,0.165445,2.37E-12
NM_001144990,0.124921,0.098165,0.111416,0.153915,1.1971,0.229924,0.118799,0.223434,0.385625,0.764045
NM_001104629,0.0888025,2.30574,0.297997,0.383923,0.295247,1.13314,0.417651,0.501242,0.160298,0.461061
NM_018302,0.28659,1.6166,0.541095,1.05997,0.303482,0.931802,0.671602,0.279125,0.703793,0.241724
NM_001085399,0.988966,0.608936,0.543354,3.22416,0.546167,1.87935,1.95356,0.847499,2.04026,0.426798
NM_001085400,1.90976,1.5693,3.02103,5.19461,3.82324,2.31309,3.16757,3.12853,5.04784,3.76611
NM_018290,0.774287,1.1485,0.514552,1.1744,0.645997,1.04669,0.822972,0.637339,1.12075,0.708731
NM_015173,7.7352,4.58522,7.48665,5.38358,4.59254,5.50942,6.60227,6.72939,5.38376,5.94887
NR_026804,0.0954378,0.163283,0.0946927,0.321929,0.198444,0.168941,0.138365,0.0746847,0.378087,0.110377
NM_016531,2.62129,4.00082,4.83861,5.00592,4.61188,4.25888,3.75589,4.53642,4.70111,4.57963
NM_001195107,0.00252059,0.00501784,0.00753776,0.112863,0.0299305,0.0176293,0.0333681,0.0151162,0.121271,0.0200283
