gene_name	p_value	avg_logFC	pct.1	pct.2	p value adjusted	cluster	gene
MAP3K11.1	4.45E-08	0.383018812	0.324	0.057	0.000610721	6	MAP3K11
NIPSNAP3A.1	4.60E-08	0.309579024	0.324	0.065	0.000630716	6	NIPSNAP3A
STK32C	4.73E-08	0.413786315	0.265	0.022	0.000648688	6	STK32C
CEBPD.4	4.75E-08	0.596992956	0.676	0.217	0.000651857	6	CEBPD
MYCL	5.08E-08	0.495758757	0.235	0.016	0.000696763	6	MYCL
OST4	5.10E-08	-0.256256872	0.765	0.559	0.000699496	6	OST4
ATP5H.2	5.13E-08	-0.318264601	0.529	0.352	0.000704196	6	ATP5H
GIMAP7.4	5.16E-08	-0.893561602	0.5	0.535	0.000707509	6	GIMAP7
TMEM109.3	5.30E-08	0.266162914	0.382	0.12	0.000727143	6	TMEM109
ZNHIT1.3	5.30E-08	0.345626278	0.647	0.268	0.000727155	6	ZNHIT1
ODF3B.6	5.32E-08	0.263013964	0.412	0.116	0.000729577	6	ODF3B
PPP1R14A.1	5.35E-08	0.403471782	0.235	0.02	0.000733616	6	PPP1R14A
RGS19.2	5.56E-08	0.292629262	0.647	0.262	0.000762804	6	RGS19
MRPL55	5.59E-08	0.308769144	0.471	0.17	0.000766522	6	MRPL55
POP7	5.61E-08	0.878398192	0.206	0.071	0.00076897	6	POP7
PPP1R14B	5.62E-08	0.652940344	0.235	0.017	0.000770852	6	PPP1R14B
DNASE1L3	5.80E-08	1.173435537	0.118	0.002	0.000795323	6	DNASE1L3
COX8A.4	5.85E-08	0.454781452	0.824	0.378	0.000801678	6	COX8A
MYL6.5	5.95E-08	0.344343679	1	0.847	0.000815749	6	MYL6
CMTM3.1	6.00E-08	0.293933269	0.471	0.152	0.000823339	6	CMTM3
TMEM66.5	6.17E-08	-0.323296467	0.912	0.728	0.000846653	6	TMEM66
CHMP2A.2	6.31E-08	-0.274401449	0.353	0.26	0.000865941	6	CHMP2A
SPATS2L	6.43E-08	0.407316258	0.265	0.026	0.000881739	6	SPATS2L
CCDC50.1	6.45E-08	0.705320288	0.382	0.051	0.000884846	6	CCDC50
VPS29.2	6.52E-08	0.403452361	0.588	0.19	0.000893929	6	VPS29
NOSIP.5	7.02E-08	-0.726900869	0.412	0.427	0.000962978	6	NOSIP
PFN1.5	7.47E-08	0.264583831	1	0.942	0.00102435	6	PFN1
CYLD.2	7.59E-08	0.617842955	0.118	0.113	0.001041508	6	CYLD
IL2RG.4	7.64E-08	-0.515967537	0.471	0.434	0.001047458	6	IL2RG
RBM42	7.80E-08	0.273166671	0.324	0.079	0.001069177	6	RBM42
NDUFS6.2	7.88E-08	0.319722961	0.588	0.223	0.001080312	6	NDUFS6
HSCB	8.08E-08	0.26170296	0.265	0.048	0.001107568	6	HSCB
ARPC1B.5	8.08E-08	0.496952021	1	0.738	0.001107909	6	ARPC1B
APMAP.6	8.16E-08	-0.386634292	0.147	0.121	0.001119196	6	APMAP
C21orf2	8.60E-08	0.292065967	0.265	0.051	0.001179569	6	C21orf2
PNRC1.1	8.88E-08	-0.442893524	0.706	0.555	0.00121757	6	PNRC1
UBE2E2	9.76E-08	0.32928395	0.265	0.038	0.001339079	6	UBE2E2
RPSAP58.4	9.80E-08	-0.322273787	0.912	0.727	0.001343982	6	RPSAP58
HNRNPDL.3	9.90E-08	-0.289359419	0.794	0.596	0.001358079	6	HNRNPDL
EIF5B.1	9.96E-08	-0.315518479	0.176	0.144	0.001365748	6	EIF5B
NDUFC2.1	9.97E-08	0.308607866	0.529	0.251	0.001367632	6	NDUFC2
IL7R.6	1.04E-07	-0.919133218	0.353	0.402	0.001428863	6	IL7R
RNH1.6	1.05E-07	0.690889699	0.794	0.298	0.001436376	6	RNH1
REL.2	1.08E-07	0.46970588	0.382	0.104	0.001479758	6	REL
NKG7.6	1.09E-07	-2.015031493	0.324	0.301	0.00149279	6	NKG7
CD48	1.10E-07	-0.350619653	0.882	0.691	0.001507695	6	CD48
MOB1A.2	1.11E-07	0.319062607	0.529	0.19	0.00152273	6	MOB1A
SPECC1	1.12E-07	0.333257725	0.206	0.013	0.001538596	6	SPECC1
SRGN.5	1.13E-07	0.742891403	0.971	0.592	0.001550895	6	SRGN
SERPINB6.4	1.14E-07	0.351833712	0.529	0.188	0.001561533	6	SERPINB6
C1orf43	1.16E-07	0.302185456	0.559	0.221	0.001592215	6	C1orf43
NKTR.1	1.16E-07	-0.401543212	0.088	0.133	0.00159421	6	NKTR
MRPS25	1.20E-07	0.275319375	0.294	0.065	0.001641454	6	MRPS25
MAGEF1	1.21E-07	0.352194994	0.294	0.057	0.001658475	6	MAGEF1
AOAH.5	1.23E-07	0.304055191	0.412	0.121	0.001681424	6	AOAH
IL32.5	1.23E-07	-1.651730542	0.235	0.557	0.001685035	6	IL32
LILRB4.2	1.27E-07	0.754479683	0.353	0.047	0.001735751	6	LILRB4
PTRHD1.1	1.31E-07	0.280314208	0.412	0.126	0.001799783	6	PTRHD1
HSPA8.3	1.36E-07	-0.283449161	0.882	0.666	0.001868182	6	HSPA8
TUBA1B.1	1.37E-07	0.791113783	0.853	0.422	0.001874421	6	TUBA1B
TNFSF13B.6	1.37E-07	0.57524606	0.559	0.156	0.001880414	6	TNFSF13B
CALM3.2	1.42E-07	-0.646445906	0.324	0.36	0.001952709	6	CALM3
EI24.1	1.49E-07	0.298634108	0.324	0.073	0.002049829	6	EI24
RPL9.4	1.53E-07	-0.465382196	1	0.975	0.002098919	6	RPL9
THOC6	1.56E-07	0.562479136	0.235	0.078	0.00214249	6	THOC6
PSMB3.3	1.58E-07	0.263682422	0.765	0.374	0.002165387	6	PSMB3
PFDN2	1.59E-07	0.436386027	0.5	0.189	0.00217548	6	PFDN2
CYCS.2	1.60E-07	0.312743766	0.706	0.309	0.002193657	6	CYCS
ANTXR2	1.64E-07	0.697025081	0.118	0.03	0.002247853	6	ANTXR2
LMNA	1.65E-07	0.676532573	0.294	0.059	0.002264287	6	LMNA
PAK1.2	1.67E-07	0.343642493	0.294	0.049	0.002293607	6	PAK1
RGS10.4	1.73E-07	0.350261893	0.824	0.408	0.002366993	6	RGS10
CAT.2	1.76E-07	0.791523254	0.412	0.136	0.002407318	6	CAT
XAF1	1.81E-07	0.344576044	0.529	0.204	0.002486565	6	XAF1
ATP2B1.1	1.82E-07	0.27224895	0.353	0.095	0.002491473	6	ATP2B1
KPNA2	1.84E-07	0.376160523	0.265	0.039	0.002528104	6	KPNA2
RPL21.4	1.88E-07	-0.616867723	1	0.991	0.002576056	6	RPL21
HSP90AA1.2	1.95E-07	0.318263125	0.765	0.529	0.002674932	6	HSP90AA1
MPST.1	1.99E-07	0.323662136	0.294	0.055	0.002726657	6	MPST
RPS11.4	2.00E-07	0.350660804	1	0.945	0.002741576	6	RPS11
TACC1	2.11E-07	0.292718276	0.324	0.069	0.002892514	6	TACC1
VAMP8.2	2.12E-07	0.444466799	0.941	0.498	0.002902908	6	VAMP8
EIF4A1.4	2.14E-07	0.516164843	0.971	0.674	0.002932954	6	EIF4A1
ATP6V1E1.1	2.14E-07	0.298929788	0.471	0.166	0.00294156	6	ATP6V1E1
BST2.5	2.17E-07	0.359460707	0.882	0.439	0.002978602	6	BST2
CCT5.2	2.27E-07	0.450920655	0.382	0.181	0.003116437	6	CCT5
RARRES3.5	2.36E-07	-0.956910484	0.294	0.471	0.003240604	6	RARRES3
LMO2.1	2.37E-07	0.447272121	0.265	0.023	0.003254615	6	LMO2
AURKAIP1.1	2.47E-07	0.337049748	0.647	0.28	0.003387759	6	AURKAIP1
CD3E.5	2.49E-07	-1.379383744	0.147	0.485	0.003418602	6	CD3E
MLEC	2.54E-07	0.31668578	0.294	0.056	0.003487699	6	MLEC
C19orf10.2	2.55E-07	0.31692722	0.559	0.212	0.003498516	6	C19orf10
YPEL5.1	2.65E-07	-0.34849829	0.441	0.333	0.00363452	6	YPEL5
SUB1.3	2.69E-07	0.286202094	0.676	0.295	0.003695392	6	SUB1
ISCU	2.74E-07	-0.530649803	0.412	0.418	0.003753535	6	ISCU
FKBP1A.6	2.79E-07	0.298376222	0.882	0.455	0.003822277	6	FKBP1A
ACTR1A	2.82E-07	0.550852598	0.265	0.088	0.003862021	6	ACTR1A
TSC22D4.2	2.89E-07	-0.270195431	0.235	0.172	0.003969945	6	TSC22D4
RTN1	3.14E-07	0.291783885	0.147	0.004	0.004306672	6	RTN1
LINC00493	3.18E-07	0.275693314	0.5	0.185	0.004357557	6	LINC00493
FCHO1	3.30E-07	0.337209412	0.235	0.03	0.00453187	6	FCHO1
ACTG1.3	3.33E-07	0.474337291	1	0.858	0.004573302	6	ACTG1
ZBTB7A	3.41E-07	0.25650093	0.294	0.071	0.004678384	6	ZBTB7A
PTPRCAP.5	3.42E-07	-1.277468526	0.324	0.644	0.004690421	6	PTPRCAP
IFITM1.5	3.57E-07	-0.651093046	0.471	0.474	0.00489203	6	IFITM1
ANAPC16.2	3.74E-07	-0.612711157	0.471	0.479	0.00513559	6	ANAPC16
GNLY.5	3.77E-07	-1.7566671	0.235	0.178	0.005176212	6	GNLY
PTGER2.3	3.80E-07	-0.425782133	0.088	0.138	0.005212746	6	PTGER2
ATP6V1F.4	3.85E-07	0.276792949	0.765	0.365	0.005280091	6	ATP6V1F
CACYBP.2	3.88E-07	-0.250374053	0.265	0.191	0.00531522	6	CACYBP
EFHD2.5	4.03E-07	0.274846888	0.529	0.189	0.005532703	6	EFHD2
STK17A.4	4.04E-07	-0.942078468	0.176	0.315	0.005535521	6	STK17A
SAMD9L.2	4.05E-07	0.3126594	0.382	0.094	0.005552396	6	SAMD9L
CTSW.6	4.27E-07	-1.124185694	0.235	0.3	0.005851103	6	CTSW
MLF2	4.27E-07	0.287314137	0.412	0.136	0.005854081	6	MLF2
EIF3L	4.28E-07	0.540990795	0.941	0.536	0.005871274	6	EIF3L
RPS25.4	4.29E-07	-0.498278826	1	0.979	0.005889168	6	RPS25
PSMB5	4.30E-07	0.273134118	0.353	0.1	0.005902659	6	PSMB5
FAM118A	4.35E-07	0.325174579	0.235	0.029	0.00597047	6	FAM118A
BLVRA.6	4.42E-07	-0.2896364	0.294	0.182	0.006054842	6	BLVRA
CD14.6	4.50E-07	-0.383238771	0.235	0.143	0.00616778	6	CD14
FBXO6.1	4.60E-07	0.372002239	0.265	0.051	0.006308774	6	FBXO6
MT-ND5.1	4.65E-07	0.307119629	0.882	0.513	0.006376996	6	MT-ND5
BIN2.4	4.76E-07	-0.52601419	0.412	0.367	0.006533318	6	BIN2
ITM2B.1	4.81E-07	-0.559281651	0.824	0.786	0.006597803	6	ITM2B
COTL1.6	4.94E-07	0.571434962	0.941	0.621	0.006769829	6	COTL1
CD44.2	4.96E-07	-0.576590058	0.441	0.46	0.006798711	6	CD44
NSA2.3	5.25E-07	-0.333567447	0.294	0.221	0.007193876	6	NSA2
INPP5D.1	6.05E-07	0.27803352	0.324	0.083	0.008296234	6	INPP5D
FUS.3	6.14E-07	-0.324601815	0.412	0.274	0.008425847	6	FUS
GIMAP4.3	6.38E-07	-0.782295114	0.382	0.456	0.008748605	6	GIMAP4
PRELID1.4	6.47E-07	0.542947625	0.912	0.459	0.008867883	6	PRELID1
FTL.6	6.94E-07	-0.418210241	1	0.987	0.009515962	6	FTL
ERH	7.19E-07	-0.283004169	0.471	0.335	0.009855046	6	ERH
GNAS.2	7.74E-07	0.290301671	0.647	0.292	0.010618184	6	GNAS
IRF7.3	7.74E-07	0.815717619	0.441	0.159	0.010619179	6	IRF7
TPGS1.1	8.12E-07	0.428394127	0.441	0.115	0.011140458	6	TPGS1
ST3GAL6	8.33E-07	0.258082245	0.147	0.005	0.01141749	6	ST3GAL6
COMMD9.2	8.53E-07	0.260879016	0.382	0.116	0.011697468	6	COMMD9
SRSF7.3	8.76E-07	0.697624341	0.853	0.479	0.012015144	6	SRSF7
SLC39A3	8.82E-07	0.433128718	0.294	0.059	0.012102119	6	SLC39A3
ZFP36.1	8.99E-07	0.280072224	1	0.696	0.012330544	6	ZFP36
TOMM7.3	9.00E-07	-0.517283809	0.824	0.773	0.01234161	6	TOMM7
CASP1.4	9.05E-07	0.331253371	0.618	0.266	0.012405794	6	CASP1
SH3BGRL3.5	9.30E-07	0.342006217	1	0.855	0.012755124	6	SH3BGRL3
MX1.1	9.30E-07	0.298913516	0.559	0.212	0.012756062	6	MX1
RAB32.3	9.52E-07	0.450428184	0.382	0.081	0.01305118	6	RAB32
RBBP7.2	9.98E-07	-0.259670234	0.176	0.138	0.013692241	6	RBBP7
IRF1.1	9.99E-07	-0.436889868	0.324	0.284	0.013702716	6	IRF1
ICT1	1.03E-06	0.281443943	0.294	0.067	0.01412906	6	ICT1
RPLP2.4	1.06E-06	-0.326789717	1	0.991	0.014556465	6	RPLP2
PTPN18.2	1.09E-06	0.279380108	0.412	0.137	0.014961457	6	PTPN18
NDUFAB1	1.10E-06	0.452432577	0.559	0.197	0.015040104	6	NDUFAB1
LCP1.4	1.11E-06	0.344014252	0.794	0.379	0.0152076	6	LCP1
GAPT.2	1.12E-06	0.306886734	0.294	0.061	0.015293446	6	GAPT
MRPL32	1.14E-06	-0.303793675	0.088	0.111	0.015635564	6	MRPL32
GSTK1.2	1.14E-06	-0.270871386	0.706	0.546	0.015663386	6	GSTK1
CIB1	1.15E-06	-0.26283883	0.529	0.407	0.015825409	6	CIB1
NAMPT.1	1.31E-06	0.264677952	0.324	0.088	0.018008974	6	NAMPT
P2RY13	1.33E-06	0.500007383	0.235	0.015	0.018201955	6	P2RY13
GZMK.5	1.34E-06	-0.909738268	0.088	0.118	0.018394445	6	GZMK
CSF1R.3	1.43E-06	0.346613507	0.324	0.068	0.019548807	6	CSF1R
SLC35B1	1.44E-06	0.310975737	0.294	0.064	0.019696177	6	SLC35B1
TNRC6B	1.45E-06	0.517212805	0.118	0.091	0.019917831	6	TNRC6B
CIR1	1.46E-06	0.72099874	0.206	0.11	0.020079861	6	CIR1
LEPROTL1.4	1.47E-06	-0.595207876	0.206	0.258	0.020220651	6	LEPROTL1
LRRC25.6	1.51E-06	0.278141584	0.353	0.098	0.020664426	6	LRRC25
RPS27A.4	1.56E-06	-0.758250385	0.971	0.972	0.021358388	6	RPS27A
LILRA4	1.69E-06	1.017591364	0.118	0.003	0.023111319	6	LILRA4
CCR7.5	1.72E-06	-0.666125812	0.088	0.195	0.023568902	6	CCR7
IL13RA1	1.74E-06	0.429729596	0.206	0.016	0.023890932	6	IL13RA1
RPS20.4	1.76E-06	-0.554497389	0.971	0.953	0.024078344	6	RPS20
FAIM3.3	1.76E-06	-0.483718989	0.206	0.207	0.024158626	6	FAIM3
ARL6IP5.3	1.82E-06	-0.563062676	0.5	0.451	0.024906482	6	ARL6IP5
PFKL.1	1.82E-06	0.280388695	0.353	0.102	0.02495649	6	PFKL
B2M.4	1.85E-06	-0.466658429	1	1	0.025422968	6	B2M
CXCR4.4	1.86E-06	-0.432861632	0.765	0.596	0.025479533	6	CXCR4
BHLHE40	1.90E-06	0.462813605	0.294	0.052	0.026086595	6	BHLHE40
GIMAP5.5	1.98E-06	-0.687278255	0.265	0.282	0.027197891	6	GIMAP5
SLC25A5.3	2.06E-06	0.570047302	0.824	0.499	0.028308205	6	SLC25A5
HNRNPM.1	2.10E-06	-0.393194258	0.382	0.309	0.028749003	6	HNRNPM
MAFG	2.15E-06	0.355443866	0.206	0.019	0.029531269	6	MAFG
RPL30.4	2.20E-06	-0.392209746	1	0.983	0.030212994	6	RPL30
SLC25A3.2	2.30E-06	0.413981731	0.882	0.515	0.031597515	6	SLC25A3
GRINA.3	2.39E-06	0.299071657	0.353	0.097	0.03279784	6	GRINA
ANP32B.1	2.47E-06	0.290817105	0.588	0.434	0.033889417	6	ANP32B
PRCP.1	2.51E-06	0.28728316	0.294	0.072	0.034414288	6	PRCP
ICAM2.3	2.53E-06	-0.41843028	0.294	0.238	0.034735199	6	ICAM2
CBFA2T3	2.57E-06	0.273502179	0.176	0.013	0.035267411	6	CBFA2T3
HMGA1	2.66E-06	0.321363165	0.382	0.118	0.036526581	6	HMGA1
PPP2R5C.6	2.66E-06	-0.526971654	0.235	0.243	0.036529432	6	PPP2R5C
KLF10	2.71E-06	0.402321695	0.265	0.037	0.03722934	6	KLF10
WDR1.3	2.73E-06	0.403024179	0.5	0.256	0.037390887	6	WDR1
EMC4.1	2.80E-06	-0.314857762	0.235	0.207	0.038418799	6	EMC4
CNPY3.2	2.81E-06	0.503031595	0.676	0.272	0.03856755	6	CNPY3
HSD17B11.1	2.96E-06	-0.263606361	0.382	0.266	0.040619326	6	HSD17B11
RNASET2.3	3.06E-06	0.552111895	0.912	0.489	0.04194452	6	RNASET2
S100A10.5	3.23E-06	0.737677747	0.912	0.635	0.044282446	6	S100A10
FAM46A.1	3.27E-06	0.319018766	0.294	0.063	0.044866985	6	FAM46A
DDAH2.3	3.32E-06	0.517647659	0.353	0.065	0.045592598	6	DDAH2
NENF.1	3.34E-06	0.2939986	0.412	0.144	0.045835924	6	NENF
SPCS2.4	3.42E-06	0.349676189	0.471	0.299	0.046953041	6	SPCS2
ANKRD12.3	3.47E-06	-0.261833041	0.382	0.289	0.04760955	6	ANKRD12
RAB31.2	3.51E-06	0.311713027	0.265	0.048	0.048069306	6	RAB31
LSM7	3.57E-06	0.334199489	0.529	0.264	0.048953076	6	LSM7
CCT8	3.68E-06	0.273647743	0.5	0.219	0.050530391	6	CCT8
VAMP5.3	3.71E-06	-0.301223471	0.324	0.221	0.050946629	6	VAMP5
FCGR3A.5	3.78E-06	-0.973727793	0.176	0.184	0.051820171	6	FCGR3A
RAC2.2	3.98E-06	-0.252806917	0.853	0.642	0.054583897	6	RAC2
MRPL41	4.04E-06	0.322037417	0.441	0.151	0.055422944	6	MRPL41
NPC2.6	4.13E-06	0.510406854	0.794	0.41	0.056585539	6	NPC2
EIF3K.2	4.36E-06	0.51281172	1	0.732	0.059821818	6	EIF3K
SDHD	4.43E-06	0.270473917	0.471	0.189	0.060816551	6	SDHD
EIF4A3	4.46E-06	0.36158983	0.382	0.115	0.061097121	6	EIF4A3
SERPINF2	4.47E-06	0.253312126	0.118	0.002	0.061305544	6	SERPINF2
YME1L1	4.47E-06	-0.271778525	0.206	0.172	0.061354966	6	YME1L1
EEF1A1.4	4.75E-06	-0.274486991	1	0.989	0.065162603	6	EEF1A1
FGL2.6	4.96E-06	0.302906735	0.412	0.121	0.068057235	6	FGL2
GINM1.1	5.05E-06	0.707218151	0.147	0.056	0.06919848	6	GINM1
EWSR1	5.08E-06	-0.295213749	0.265	0.194	0.069733268	6	EWSR1
ZFP36L2.6	5.58E-06	-0.46787357	0.735	0.648	0.076530191	6	ZFP36L2
FYB.4	5.63E-06	-0.581682766	0.382	0.366	0.077268414	6	FYB
GAPDH.3	5.74E-06	0.518540961	1	0.84	0.078689857	6	GAPDH
MRPL15	5.76E-06	0.283788872	0.294	0.071	0.079015169	6	MRPL15
SP100.3	5.94E-06	-0.259277322	0.353	0.267	0.081469171	6	SP100
CDKN2D.2	6.22E-06	-0.38438984	0.265	0.219	0.085276138	6	CDKN2D
CD69.4	6.26E-06	-1.02998903	0.176	0.361	0.085824872	6	CD69
TECR.4	6.27E-06	-0.265047934	0.265	0.209	0.086020169	6	TECR
TMSB10.2	6.44E-06	0.34910219	1	0.993	0.088336719	6	TMSB10
IDI1	6.72E-06	0.412997392	0.176	0.116	0.092169918	6	IDI1
CLTB.1	6.77E-06	0.452632701	0.382	0.188	0.09289149	6	CLTB
TPM3.2	6.77E-06	0.318663212	0.824	0.467	0.0928925	6	TPM3
BANK1.4	6.90E-06	-0.324480365	0.118	0.094	0.094581413	6	BANK1
BCL11A	7.44E-06	0.354291808	0.176	0.017	0.102083935	6	BCL11A
ARHGEF40.2	7.67E-06	0.305611218	0.265	0.052	0.105238796	6	ARHGEF40
TMEM123.4	7.88E-06	-0.422489802	0.471	0.423	0.108105799	6	TMEM123
HEBP2	8.03E-06	0.400455894	0.294	0.06	0.110101755	6	HEBP2
CKLF.3	8.08E-06	0.284303116	0.5	0.21	0.110782281	6	CKLF
TXN.1	8.22E-06	0.604273845	0.382	0.196	0.112714754	6	TXN
SOCS3.5	8.36E-06	-0.277808067	0.235	0.173	0.114607979	6	SOCS3
ITM2C.1	8.56E-06	0.79343102	0.294	0.059	0.117353358	6	ITM2C
DCK.2	8.98E-06	-0.346515009	0.206	0.188	0.123215154	6	DCK
C9orf89.1	9.21E-06	0.287087657	0.324	0.106	0.126260868	6	C9orf89
CD7.5	9.31E-06	-1.390344851	0.029	0.371	0.127696925	6	CD7
SYNGR1.1	9.53E-06	0.319060408	0.206	0.031	0.130711434	6	SYNGR1
HAGH.3	9.88E-06	-0.33388903	0.176	0.112	0.135440739	6	HAGH
SNX3.4	9.98E-06	0.359423575	0.853	0.455	0.136822621	6	SNX3
IFITM3.5	1.08E-05	0.577195664	0.588	0.218	0.148239649	6	IFITM3
STK4.2	1.10E-05	-0.55624935	0.147	0.207	0.150504539	6	STK4
GNG5.3	1.12E-05	0.592891493	0.676	0.286	0.153133234	6	GNG5
ACAP1.4	1.12E-05	-0.556482799	0.294	0.302	0.153456631	6	ACAP1
ATP5A1	1.15E-05	0.287736621	0.794	0.408	0.157188598	6	ATP5A1
TMC6	1.15E-05	0.374537945	0.176	0.136	0.157393266	6	TMC6
C9orf78.1	1.19E-05	-0.42529097	0.294	0.29	0.163805416	6	C9orf78
CFDP1	1.20E-05	0.428309281	0.382	0.103	0.164803099	6	CFDP1
APLP2.4	1.21E-05	0.290201721	0.441	0.162	0.166236125	6	APLP2
RPS4Y1.3	1.23E-05	-0.418705424	0.971	0.882	0.168144798	6	RPS4Y1
DDX24.3	1.29E-05	-0.383462707	0.265	0.233	0.176464174	6	DDX24
USP33	1.31E-05	0.271778081	0.235	0.043	0.179207824	6	USP33
ACYP2	1.33E-05	0.39139177	0.294	0.062	0.182288738	6	ACYP2
MGST2	1.56E-05	0.377143746	0.235	0.032	0.213896175	6	MGST2
APPL1.1	1.56E-05	0.25610056	0.235	0.054	0.214016284	6	APPL1
TMEM206	1.63E-05	0.313769629	0.176	0.017	0.223263267	6	TMEM206
HLA-C.4	1.65E-05	-0.531817447	1	0.979	0.226529208	6	HLA-C
HRH2	1.67E-05	0.376140034	0.176	0.028	0.22956297	6	HRH2
PSMD8.1	1.68E-05	0.28056606	0.588	0.292	0.229918108	6	PSMD8
PPT1.5	1.76E-05	0.555374214	0.529	0.186	0.241228219	6	PPT1
CLIC1.4	1.81E-05	0.344964253	0.971	0.636	0.24796008	6	CLIC1
ABI3.4	1.87E-05	0.273409261	0.471	0.173	0.255782528	6	ABI3
LYAR.6	1.94E-05	-0.573688742	0.206	0.183	0.266616348	6	LYAR
RPS12.4	1.98E-05	-0.391194334	1	0.992	0.272140901	6	RPS12
COMMD5	2.06E-05	0.495965187	0.176	0.071	0.282953229	6	COMMD5
FKBP2.1	2.10E-05	0.50973536	0.353	0.134	0.288456717	6	FKBP2
DYNC1LI1	2.14E-05	0.275298511	0.235	0.05	0.293032057	6	DYNC1LI1
ATPIF1.1	2.17E-05	0.264913538	0.412	0.309	0.29827414	6	ATPIF1
SLC25A6.3	2.21E-05	0.467926529	1	0.825	0.303007878	6	SLC25A6
CBR1.2	2.21E-05	0.29121213	0.353	0.115	0.303653797	6	CBR1
CD37.4	2.22E-05	-0.372947395	0.941	0.761	0.30406479	6	CD37
RPS29.4	2.31E-05	-0.350692502	0.971	0.922	0.316953655	6	RPS29
JUN.3	2.32E-05	-0.589718194	0.824	0.737	0.318135735	6	JUN
HLA-F.3	2.33E-05	-0.705281481	0.206	0.331	0.319192353	6	HLA-F
ZDHHC12	2.45E-05	0.339473457	0.324	0.112	0.336614095	6	ZDHHC12
OCIAD1.1	2.52E-05	-0.43989869	0.176	0.193	0.344916561	6	OCIAD1
RPL39.1	2.57E-05	0.295837239	0.588	0.269	0.352531453	6	RPL39
SEPT9.1	2.57E-05	-0.292424915	0.412	0.334	0.352597325	6	Sep-09
SPIB.1	2.58E-05	0.265098875	0.206	0.038	0.354303725	6	SPIB
RHOG.4	2.61E-05	0.349993081	0.765	0.384	0.357961648	6	RHOG
ATP5B.1	2.66E-05	0.426732622	0.794	0.398	0.36515968	6	ATP5B
RPL17.4	2.69E-05	-0.316377945	1	0.958	0.369181352	6	RPL17
ATP6AP1	2.76E-05	0.355637851	0.324	0.08	0.379051104	6	ATP6AP1
CCR2	2.81E-05	0.324701882	0.176	0.017	0.385295925	6	CCR2
TRAPPC13	2.84E-05	0.25864409	0.176	0.022	0.389186565	6	TRAPPC13
IRF8.3	2.95E-05	0.819392524	0.382	0.106	0.404465476	6	IRF8
IRF2BP2	3.16E-05	0.288702899	0.294	0.103	0.434022447	6	IRF2BP2
TXNIP.4	3.21E-05	-0.624267781	0.735	0.754	0.440801314	6	TXNIP
CHMP5.1	3.28E-05	0.298193846	0.441	0.215	0.449868903	6	CHMP5
DNAJB1.6	3.34E-05	-0.481445087	0.294	0.291	0.457905053	6	DNAJB1
RPL38.4	3.48E-05	-0.259948237	1	0.889	0.477044771	6	RPL38
NUCKS1.1	3.51E-05	-0.285052308	0.206	0.177	0.481224235	6	NUCKS1
G6PC3	3.55E-05	0.262919629	0.176	0.02	0.486517006	6	G6PC3
BLOC1S1.3	3.57E-05	0.269026285	0.647	0.305	0.489734918	6	BLOC1S1
ATF3.1	3.87E-05	0.344244646	0.265	0.057	0.530289759	6	ATF3
SIVA1.3	4.27E-05	-0.347893921	0.294	0.22	0.586104325	6	SIVA1
SNAP29.1	4.36E-05	0.274965377	0.294	0.081	0.597814233	6	SNAP29
TSPO.6	4.37E-05	0.387398439	0.824	0.469	0.599734258	6	TSPO
RPL35A.4	4.57E-05	-0.258429037	1	0.982	0.626562547	6	RPL35A
MTCH1	4.58E-05	0.274712274	0.382	0.138	0.627575728	6	MTCH1
SEPT1.3	4.59E-05	-0.394245179	0.235	0.231	0.629703157	6	Sep-01
LAMP1.1	4.83E-05	-0.331983601	0.206	0.202	0.662781774	6	LAMP1
PPA1.4	4.98E-05	0.444556161	0.676	0.307	0.682432971	6	PPA1
TBC1D10C.2	5.02E-05	-0.638730006	0.206	0.301	0.688810713	6	TBC1D10C
CPPED1.6	5.11E-05	0.37497774	0.353	0.099	0.701412466	6	CPPED1
CD52.2	5.12E-05	-0.470693631	0.941	0.891	0.702529794	6	CD52
FLT3LG.5	5.17E-05	-0.493732662	0.118	0.172	0.709492264	6	FLT3LG
MRPL11	5.21E-05	0.36066276	0.412	0.153	0.713846071	6	MRPL11
FABP5	5.42E-05	0.483903444	0.235	0.033	0.742937442	6	FABP5
MFSD1	5.46E-05	0.313133674	0.265	0.057	0.749029662	6	MFSD1
CDC42SE2.2	5.52E-05	-0.432520297	0.206	0.23	0.757694463	6	CDC42SE2
ATP1A1.2	5.53E-05	-0.346799584	0.206	0.193	0.759005518	6	ATP1A1
ABHD14B.2	5.76E-05	-0.271180764	0.176	0.165	0.790535533	6	ABHD14B
FGFBP2.6	5.83E-05	-1.036209764	0.059	0.109	0.79886796	6	FGFBP2
FBXW5.1	6.09E-05	-0.376760424	0.088	0.135	0.834822312	6	FBXW5
HCST.4	6.10E-05	-0.674238542	0.5	0.539	0.83594077	6	HCST
CDKN1A.3	6.36E-05	0.507867848	0.324	0.067	0.871954013	6	CDKN1A
S100A9.6	6.44E-05	-0.379988287	0.676	0.352	0.88297179	6	S100A9
CD2.5	6.45E-05	-0.770385387	0.235	0.318	0.884590285	6	CD2
SH3BP5.3	6.52E-05	-0.293467013	0.118	0.114	0.893764524	6	SH3BP5
RPS19.4	6.54E-05	-0.261491055	1	0.993	0.896766962	6	RPS19
NDUFS4	6.99E-05	0.334044041	0.382	0.13	0.958832394	6	NDUFS4
