,cell1,cell2,cell3,cell4,cell5
RBBP9,0.015274962,0,0,0.02967649,0
SEC23B,0.136971911,0.129298722,0.193077351,0.20365593,0.186156208
LINC00493,1.052828139,1.063465929,0.653076952,0.783498556,0.681042393
DTD1,0.384000292,0.302095466,0.304861986,0.645014863,0.479068366
RP5-1068E13.7,0.078608667,0.034479192,0.138290029,0.06498456,0.02753059
RIN2,0,0.055363934,0,0.01442065,0.015439175
NAA20,0.756476674,0.566817382,0.717294271,0.915689928,0.736456897
CRNKL1,0.115600228,0.081905917,0.126694675,0.180706486,0.086627668
RALGAPA2,0.075727116,0.145165117,0.103879684,0.113223914,0.115581652
XRN2,0.562798232,0.783757607,0.591523603,0.629525315,0.696325891
THBD,0,0.094489027,0,0,0.028391889
CD93,0.011438225,0.558858211,0,0.014917914,0.037372924
LINC00656,0,0.020140845,0,0,0
NXT1,0.733731575,0.51432309,0.651832904,0.701923401,0.538861088
RP3-322G13.5,0.01301107,0,0.03668434,0.040035156,0.012601299
GZF1,0.033869144,0.102576898,0.047583061,0.047245655,0.029619481
NAPB,0.080820016,0.026769071,0.05951275,0.086789821,0.060023245
CST3,0.956883831,55.87202712,1.44680843,1.358410024,51.33520857
CST7,0.412944429,0.11690287,0.227991273,10.98006924,0.148605617
APMAP,0.443610876,0.288741944,0.280123648,1.702571856,0.210188447
ACSS1,0.20943187,0.118819321,0.516244568,0.298973908,0.229498388
ENTPD6,0.116586976,0.1653974,0.089937068,0.135740096,0.121365259
PYGB,0.082199883,0.049980945,0.087408315,0.110032329,0.047412404
ABHD12,0.12438917,0.524019149,0.11606576,0.214619906,0.161876433
NANP,0.002692828,0.02290353,0.010375101,0.007432181,0.03050725
ZNF337-AS1,0.023612014,0.019750678,0.047592392,0,0
ZNF337,0.059916346,0.033678745,0.015146214,0.041889854,0.011315686
RP4-610C12.3,0.016496001,0,0.01695835,0.025473798,0.014397729
FRG1B,0.522180375,0.355712589,0.864852147,0.371856018,0.272242606
HM13,0.516881982,1.027499533,0.365239838,0.664812861,0.872665928
ID1,0.117327906,1.442624526,0.06852278,0.253980371,0.041867429
BCL2L1,0.092919336,0.168797615,0.065404346,0.211731862,0.091076704
RP11-243J16.7,0.013437076,0.006334426,0.037185073,0,0
TPX2,0.007984656,0,0,0.004312036,0
PDRG1,0.239247529,0.056565855,0.226884841,0.167164189,0.079299713
HCK,0.101405123,2.190041889,0.47922139,0.186307434,5.035579527
TM9SF4,0.155371943,0.196677833,0.066540531,0.13076977,0.210937453
PLAGL2,0.022748425,0.157095272,0.016014631,0.032290423,0.383172734
POFUT1,0.048521797,0.102838077,0.049379846,0.073102632,0.051315426
KIF3B,0.043182949,0.09557936,0.077620192,0.05347625,0.089811945
ASXL1,0.251372224,0.214243157,0.336686591,0.412031749,0.16250304
C20orf112,0.108547365,0.061413682,0.054080439,0.098398952,0.092043435
COMMD7,0.854820769,0.756426385,0.501889832,0.745325619,0.94959836
MAPRE1,0.789943146,0.405815906,0.789830903,0.895619486,0.580373562
RP5-1085F17.3,0.012735325,0,0.022901952,0.013621009,0.015439175
CDK5RAP1,0.150139404,0.11245764,0.147717479,0.224149352,0.164315577
SNTA1,0.03299645,0,0.018842611,0.011869577,0
CBFA2T2,0.168821212,0.10986462,0.272453734,0.10202533,0.045607149
NECAB3,0.041460263,0.033419726,0.392785319,0.082157042,0.133194621
ACTL10,0.012291816,0,0.014439954,0.039740954,0.067088471
E2F1,0.021959283,0,0.009913023,0,0.178741137
PXMP4,0.058816681,0.073896555,0.04285732,0.720676971,0.042825137
ZNF341,0.022828928,0.011316442,0.02486768,0.011825992,0.035696437
CHMP4B,0.513772237,1.327526268,0.819399592,0.660978845,1.737264557
RP5-1125A11.1,0.015328597,0.016071934,0,0,0.013898367
RALY,1.12357795,1.719446227,0.906215148,1.40112201,2.124806253
EIF2S2,1.507953047,1.218774241,1.565644289,1.545039019,1.431793109
AHCY,0.154630217,0.342914255,0.2966529,0.15185382,0.301755053
ITCH,0.042283235,0.110385824,0.053743203,0.121731209,0.113796675
DYNLRB1,1.645075699,1.3305683,1.208842163,1.558379831,1.643191667
MAP1LC3A,0.068902647,0.061289718,0.040686835,0.055210158,0.035316721
PIGU,0.120436681,0.223717075,0.119216056,0.082442531,0.10832019
NCOA6,0.038840928,0.088981297,0.089896392,0.080204317,0.085943798
TP53INP2,0.017136956,0.026415126,0.016651098,0.004846264,0.073419187
GGT7,0.111650341,0.040670621,0.038490525,0.047142673,0
ACSS2,0.049242879,0.155955192,0.011609629,0.030238019,0.059471309
GSS,0.144665631,0.079759747,0.079876174,0.171920111,0.254521458
TRPC4AP,0.2355575,0.215193342,0.229000393,0.314208132,0.352929125
EDEM2,0.233427797,0.353430836,0.194659379,0.26345474,0.304380619
PROCR,0.02035601,0.011732516,0,0.095183023,0
MMP24-AS1,0.446649959,0.729912982,0.280326741,0.679604983,1.320693641
EIF6,0.76831876,1.429764732,1.289954382,1.124118569,1.784049933
UQCC1,0.125401757,0.100661202,0.502369759,0.094144509,0.124406327
CEP250,0.079526341,0.006727098,0.026897063,0.120795377,0.012032507
RP3-477O4.14,0.110197346,0.027808347,0.111010534,0.114735703,0.047520633
RP3-477O4.16,0.006347834,0,0,0.01511236,0
ERGIC3,1.39909972,1.602169621,1.281982881,1.185625677,1.869835379
SPAG4,0.03155328,0.03771851,0.047478711,0.038646613,0
CPNE1,0.181402532,0.116859803,0.147739136,0.195807595,0.121855095
RBM12,0.149765412,0.114082655,0.105747693,0.138448747,0
NFS1,0.056724927,0.069219898,0.070755547,0.032212362,0.091445858
ROMO1,0.543369514,0.640238772,0.594072245,0.669353969,0.630238205
RBM39,2.156779589,1.329508232,2.322235786,3.027579496,2.473499275
PHF20,0.502024954,0.412280298,0.411210774,0.639082161,0.397925664
SCAND1,1.421944632,2.37296345,1.548842575,1.613788899,1.583297762
LINC00657,0.209616426,0.330993077,0.154630379,0.288277368,0.24484324
AAR2,0.109432869,0.07176971,0.172233246,0.069737688,0.107029542
DLGAP4,0.183811403,0.170745589,0.242186956,0.213192032,0.24036926
MYL9,0.012067043,0.02484056,0.034171793,0.036492035,0.038961184
TGIF2,0.060488818,0.137145401,0.103870317,0.036078925,0
C20orf24,0.895151115,3.999618886,0.857431831,1.582013996,2.553345613
SLA2,0.234130771,0.039556379,0.021129691,0.401159742,0.036754138
NDRG3,0.153696755,0.122419514,0.208000789,0.265603546,0.032553499
DSN1,0.040655683,0.027057007,0.083929502,0.02212262,0.03015136
SOGA1,0.011590311,0.052247403,0.027962521,0,0.029647638
TLDC2,0.007291854,0.007813019,0.01695835,0.026183837,0
SAMHD1,0.95737436,2.887385548,0.204592011,1.021677332,1.890608598
RBL1,0.044571083,0.018760132,0.042509574,0.014135387,0.031426249
RBL1.1,0.014957296,0,0,0.010719492,0
RPN2,1.258468734,1.448736297,1.087347915,1.586946312,0.657838151
MANBAL,0.083165025,0.10617516,0.207039993,0.122368629,0.196675142
SRC,0.00441125,0.112988302,0,0,0.057759968
BLCAP,0.310754745,0.526849139,0.624655445,0.311951404,0.263490535
CTNNBL1,0.423325811,0.73764801,0.475399013,0.620085952,0.681425583
TTI1,0.03507922,0.057022209,0.088027698,0.120796454,0.085763545
RPRD1B,0.041035264,0.023972113,0.023766896,0.040764483,0.051036296
TGM2,0,0.014301472,0,0,0
RALGAPB,0.062550896,0.032956808,0.087176877,0.094579835,0.094781652
ACTR5,0.04610363,0.022804763,0.038805214,0.035290145,0.011761371
PPP1R16B,0.052617187,0.012190198,0.08723968,0.054889677,0.037026663
DHX35,0.052042136,0.008837787,0,0.031352228,0.081477728
MAFB,0.043969295,2.098787825,0.028313682,0.044099801,2.087691807
TOP1,0.270768076,0.299343914,0.369301074,0.357788321,0.341371167
PLCG1,0.173458305,0.061495506,0.072863647,0.302904918,0.108965654
ZHX3,0.010864002,0.02103465,0.058175195,0.030499387,0
CHD6,0.232949057,0.151644005,0.200271776,0.220739519,0.177941456
SRSF6,0.3103927,0.309803652,0.559885082,0.344580574,0.297312902
L3MBTL1,0.031434422,0,0,0.016413085,0.015046463
IFT52,0.185174366,0.168150195,0.192906717,0.163944931,0.19542193
MYBL2,0.008068576,0,0.02009944,0.02139129,0
TOX2,0.016353932,0,0.004855979,0,0
OSER1,0.393750959,0.435147398,0.490481763,0.22416025,0.314182429
OSER1-AS1,0.113710037,0.035195168,0.085221511,0.193551109,0.086564992
FITM2,0.003999642,0.004692434,0.014287878,0.015434242,0
TTPAL,0.107300042,0.03267312,0.133379812,0.091507393,0.012032507
SERINC3,0.366906903,0.304869976,0.368787106,0.368592374,0.396604356
PKIG,0.039988498,0.014760158,1.992383955,0,0.041962582
ADA,0.445873022,0.138690425,0.423996938,0.475963109,2.076118282
RP11-445H22.3,0.025242887,0.004618852,0,0.122931091,0
YWHAB,3.618287662,3.559875559,3.309839427,4.413073775,4.732487647
PABPC1L,0.034591346,0.006421226,0.085533277,0,0.012642337
TOMM34,0.053903055,0.028523065,0.127093678,0.026098358,0.032452578
STK4,1.402573063,0.605397896,1.185673448,1.381858834,0.694997333
SYS1,0.382629899,0.377642874,0.314889017,0.452270725,0.383092164
PIGT,0.427866532,0.305289947,0.300940174,0.418695428,0.375466661
DNTTIP1,0.229609429,1.158164959,0.263597466,0.212868636,0.444518817
UBE2C,0.009563911,0,0,0.011698761,0
TNNC2,0.003670696,0.024422486,0.010945074,0,0.019718032
SNX21,0.006017019,0.047017242,0.037107618,0,0.128199782
ACOT8,0.233171881,0.326234295,0.142012565,0.359592946,0.324566574
ZSWIM3,0.016420691,0,0.02874736,0.032264437,0.011951472
ZSWIM1,0.023473951,0,0.015292554,0,0.035934239
CTSA,0.631926798,0.937442976,0.273225655,0.681425999,1.091901017
PLTP,0,0,0.013986268,0,0.077009187
PCIF1,0.109439737,0.088237935,0.178955861,0.114212114,0.102472542
ZNF335,0.109808007,0.067476028,0.134081389,0.065612843,0.101840568
MMP9,0.002720606,0.074988302,0,0,0
SLC12A5,0.004629913,0.007745513,0,0,0
NCOA5,0.047144393,0.040872644,0.168635742,0.102010931,0.052325795
CD40,0.044536516,0.186305049,1.858436081,0.0547821,0.21735391
SLC35C2,0.293978681,0.143296128,0.253642168,0.449166735,0.162209222
ELMO2,0.077047265,0.040677153,0.060974366,0.093585861,0.118588876
TP53RK,0.255653516,0.209031217,0.204197603,0.194518104,0.115802711
ZMYND8,0.173989705,0.06742295,0.105610468,0.124654523,0.071667244
NCOA3,0.227374757,0.185002518,0.287953908,0.175223277,0.3704923
SULF2,0.056485044,0.390606396,0.138901412,0.052281783,0.289656725
LINC00494,0,0,0.091840413,0,0
PREX1,0.200012026,0.404427461,0.220136221,0.520827798,0.239415436
ARFGEF2,0.054576482,0.051077088,0.042113937,0.016202072,0
CSE1L,0.142438668,0.081812394,0.100464968,0.026638221,0.08933033
STAU1,0.169180271,0.190944437,0.488566429,0.259008605,0.296898394
DDX27,0.371282943,0.333714666,0.757321879,0.39096205,0.248765652
ZNFX1,0.247324905,0.273064257,0.274176599,0.22096007,0.42078231
ZFAS1,3.539151434,3.229857832,3.743367112,2.646577945,2.87567416
B4GALT5,0.034885951,0.058569673,0.057973477,0.040323859,0.024065014
SLC9A8,0.078795337,0.057315241,0.040322795,0.064489873,0.132172117
SPATA2,0.043919997,0.057435557,0.094110799,0.022833397,0.034644248
RNF114,0.560392459,0.871941,0.510535793,0.630547523,0.808173897
SNAI1,0.010063602,0.088159826,0,0,0.01479557
UBE2V1,0.063887463,0.054606514,0.041349399,0.073711694,0.100598515
TMEM189,0.129176514,0.468313161,0.049903896,0.24957307,0.544248363
CEBPB,1.149358811,5.880345572,0.711542401,1.218799709,12.60221914
RP11-290F20.3,0.07301995,1.664717595,0.095494082,0.026557903,6.025204454
PTPN1,0.285761714,0.343674863,0.448505105,0.314168015,0.387156955
FAM65C,0.02147114,0,0,0,0
PARD6B,0.011260506,0.013618598,0.016169142,0.016193021,0
BCAS4,0.227898376,0.022430138,0.865940587,0.207243235,0.058422155
ADNP,0.026269348,0.080443852,0.09721297,0.107785761,0.020948331
RP5-914P20.5,0.022029646,0.005891016,0.003556364,0.016812939,0
DPM1,0.44437169,0.266903497,0.488535222,0.859319788,0.498202917
MOCS3,0.040444782,0.030233239,0.010424452,0.03061763,0.071338986
KCNG1,0,0.005793357,0.878380097,0.013400604,0
NFATC2,0.232831615,0.074001158,0.072276037,0.174083362,0.043728668
ATP9A,0.003532151,0,0.019095193,0,0
ZFP64,0.048730256,0.044773715,0.047719576,0.11089433,0.067011719
TSHZ2,0.467525733,0.036268517,0.009913023,0,0.037489923
ZNF217,0.111762444,0.103191281,0.068484316,0.062947223,0.108448471
PFDN4,0.096951284,0.082875388,0.107572103,0.095662945,0.043966264
FAM210B,0.575232164,0.123493101,0.083532056,0.107229811,0.15249359
AURKA,0.006234398,0.007936319,0,0.004312036,0.010940955
CSTF1,0.134886352,0.074392781,0.124863971,0.137152536,0.01709656
CASS4,0.003644565,0.011235847,0,0,0.014785004
RTFDC1,0.851104343,1.093986147,1.735147821,0.948756854,1.140071994
FAM209A,0.003145363,0.025613114,0,0,0
RAE1,0.188826542,0.380973883,0.103702069,0.209569563,0.210411633
RP4-800J21.3,0.029753818,0,0.068898114,0.027500481,0
RBM38,0.382598335,0.133270503,0.564220622,0.568405575,0.28843933
ZBP1,0.248042275,0.139008824,0.374098632,0.48966088,0.366051865
PMEPA1,0.031792646,0,0.115784752,0,0.012706997
PPP4R1L,0.013090507,0.030402468,0.058190503,0.013369699,0.012706997
RAB22A,0.170572197,0.161733505,0.137598892,0.355369474,0.091502982
VAPB,0.1873249,0.06089208,0.197436832,0.26716659,0.13608782
STX16,0.627464825,0.274480848,0.35970665,0.380289955,0.316384955
STX16-NPEPL1,0.013762469,0,0,0,0
NPEPL1,0.073595304,0.31758648,0.01489045,0.121612572,0.073856787
GNAS,1.141724316,2.328020153,1.502428818,1.530310397,2.217620083
NELFCD,0.291375131,0.312470059,0.814982254,0.492934593,0.320642168
CTSZ,0.056603223,1.90338275,0.489678851,0.174101004,1.948154161
TUBB1,0.080504022,0.09072547,0.021666619,0.063655363,0.064893937
ATP5E,6.7139699,9.255999212,5.088561092,7.67314586,9.480045097
SLMO2,0.527660313,0.336352474,0.495907567,0.542715077,0.30846011
ZNF831,0.038496937,0,0,0.039211386,0
SYCP2,0.013508725,0,0,0,0
FAM217B,0.135603505,0.129745033,0.119527828,0.138618106,0.119502935
PPP1R3D,0.024132205,0.054719626,0,0.094088655,0
CDH26,0,0.018925232,0,0,0.017761453
C20orf197,0,0,0,0.030355509,0
RP5-1043L13.1,0.006737938,0,0,0,0.023396486
RP11-429E11.3,0.009850042,0,0,0,0
TAF4,0.021801059,0.038765986,0.040245047,0.027003485,0
LSM14B,0.027925325,0.11341651,0,0.043147473,0.033003612
PSMA7,3.360556215,6.467878282,2.913983977,4.395690908,5.997669697
SS18L1,0.009717785,0.055420467,0.010824479,0.023338277,0.02957475
MTG2,0.130103253,0.13722726,0.180708017,0.197251089,0.149619091
OSBPL2,0.094033031,0.207332279,0.189143671,0.086619376,0.094381367
ADRM1,0.633352484,0.679527076,0.863547609,1.408523048,0.958019646
LAMA5,0.004422368,0.010408156,0.036913017,0,0
RPS21,14.68567168,7.146425909,15.42748167,10.69962749,5.915914995
CABLES2,0.007569198,0.027078214,0,0.010464082,0.012657795
SLCO4A1,0,0,0.010865762,0.005351829,0
MRGBP,0.060445462,0.060772777,0.047789084,0.08269668,0.074940345
OGFR,0.318397759,0.762852154,0.367733618,0.45961539,0.727952761
COL9A3,0.00302826,0,0.038284475,0,0.025423115
TCFL5,0.005317072,0.020617612,0,0.021219259,0
DIDO1,0.151326876,0.08483131,0.245346353,0.397837952,0.134772935
GID8,0.477534377,0.558748305,0.561339383,0.559904562,0.66809579
SLC17A9,0.003099437,0.023391617,0.047315916,0,0.015439175
HAR1B,0.024721293,0,0,0.01215835,0
HAR1A,0.050764086,0,0.044154308,0.052321312,0
YTHDF1,0.096372479,0.154553443,0.083334897,0.072378691,0.059790322
ARFGAP1,0.089879507,0.115074674,0.063525839,0.087109509,0.049679003
PPDPF,8.542140104,7.984012905,8.495017193,9.158695186,12.06529832
PTK6,0.00658251,0.011184731,0.014610271,0,0
HELZ2,0.259021581,0.31199821,0.220052901,0.387463735,0.435507508
GMEB2,0.072007272,0.022952202,0.033543571,0.046438456,0.017437339
CTD-3184A7.4,0.333998201,0.044039295,0.467937417,0.347752949,0.16817899
STMN3,0.841754174,0.099391081,0.662002184,0.527287124,0.055492946
RTEL1-TNFRSF6B,0,0.022295086,0,0,0
ARFRP1,0.418843666,0.271051929,0.299011128,0.453358408,0.307197437
ZGPAT,0,0.005950521,0,0,0.016427348
RP4-583P15.15,0.003129529,0,0.019031415,0,0
LIME1,0.012725987,0,0,0.024712558,0
SLC2A4RG,0.337415146,0.023415006,0.030789981,0.424794257,0.054119478
RP4-583P15.10,0.034244342,0.00490918,0,0.013995899,0
ABHD16B,0.002515382,0.006091154,0.008274769,0,0.013226533
TPD52L2,0.213294316,0.774767227,0.340608537,0.64309657,0.335465198
DNAJC5,0.184224463,0.425861878,0.105660021,0.235467475,0.418981815
UCKL1,0.213236555,0.096794039,0.313222555,0.268613075,0.292550592
ZNF512B,0.015983416,0.012646429,0.010865762,0.01442065,0.011750246
SAMD10,0.068272179,0,0.035514637,0.01396219,0
PRPF6,0.669562882,0.274071283,0.470805323,0.332190173,0.450974195
LINC00176,0.657285969,0.015667097,0.015146214,0.060861852,0.017101267
TCEA2,0.136262596,0.337770586,0.505337,0.386465459,0.276358057
RGS19,0.88221117,1.928424504,1.499850086,1.904911742,3.158936816
OPRL1,0.027142668,0.031727464,0,0,0.037499825
C20orf201,0.016325201,0.005952239,0.013502383,0,0.19409953
PCMTD2,0.245068102,0.05124245,0.352186101,0.141861974,0.153288392
MIER2,0.063336362,0.067472009,0.021828912,0.014056987,0.061080798
MADCAM1,0.005028239,0,0.020659919,0,0
TPGS1,0.405980274,0.836044226,0.361245556,0.612273831,0.56105435
CDC34,0.081038253,0.132592054,0.016822104,0.057729906,0.048546037
GZMM,1.295388231,0.123141837,0.098535352,5.86600934,0.031072038
AC009005.2,0.007762712,0.010846163,0,0,0
BSG,1.070868803,1.430580396,1.014989348,1.49059685,1.490032989
POLRMT,0.137865241,0.064052433,0.223195548,0.114272779,0.151928779
RNF126,0.832174944,0.394877157,0.831938618,1.15384787,0.761583173
FSTL3,0.005200708,0.055248808,0,0.008699132,0.084090528
PRSS57,0.015315261,0,0,0.015352493,0
PTBP1,0.552467036,0.532193028,0.485796376,0.421782069,0.50589574
AZU1,0,0.032078749,0,0,0.013945173
ELANE,0,0.085137914,0,0,0
CFD,0.191135957,9.410419423,0.111320136,0.259084518,11.4176577
MED16,0.244368668,0.129171978,0.239623308,0.241979344,0.145192688
R3HDM4,0.664775643,0.380766029,0.472522082,0.523664572,0.437921466
KISS1R,0.018606117,0.008785069,0.018416308,0,0
ARID3A,0.014008364,0.185310359,0.007541035,0.013456596,0.126397344
WDR18,0.244051031,0.299725829,0.152225994,0.330059841,0.294931594
TMEM259,0.338412606,0.371783967,0.431723251,0.374306946,0.31272299
CNN2,2.22556608,1.280527327,2.213703071,2.204559164,1.819374231
AC011558.5,0.013170303,0.010778127,0.020826044,0.033298346,0
ABCA7,0.051331406,0.126597131,0.035500217,0.02820243,0.073621806
HMHA1,1.275987659,0.829952057,1.192245465,1.274376702,0.808524642
POLR2E,0.590063153,0.790861199,0.816753179,1.501092842,1.053107105
GPX4,3.361416843,6.737549083,2.819908681,3.044679646,4.884084859
SBNO2,0.027553501,0.017801845,0,0.099726272,0.021649286
STK11,0.042422314,0.183260646,0.095530611,0.096138593,0.093987293
ATP5D,3.350879865,5.61726345,3.966685599,3.382319338,4.204791593
MIDN,0.233233418,1.076847646,0.289234413,0.472748348,1.121668722
CIRBP,6.383624255,3.895679723,8.1798401,7.830731899,5.342272764
C19orf24,0.853095031,1.02958342,0.790849449,1.268260228,1.049529191
MUM1,0.323879832,0.072459907,0.144480107,0.142804851,0.093870678
NDUFS7,1.121814541,3.070161246,1.085442474,1.139370526,2.280153544
GAMT,0.212806593,0.008925782,0.137029538,0.126063786,0.028583434
DAZAP1,0.285433612,0.355976256,0.296892511,0.448678703,0.38669794
RPS15,50.28809355,36.20835693,48.36717684,39.72624889,27.28213147
AC027307.3,0.047148218,0.00840202,0.049571602,0.014370603,0
C19orf25,0.381642475,0.299041407,0.713825303,0.527414373,0.311133616
PCSK4,0.011607255,0.008254026,0.015146214,0,0
REEP6,0.029680183,0.025189928,0,0.013633823,0.017129565
ADAMTSL5,0.00723349,0,0.013521608,0,0
MBD3,0.064295723,0.066391633,0.050294323,0.08763028,0.025424397
UQCR11.1,3.488419784,5.91916137,2.741361274,4.189970775,4.986620563
TCF3,0.057266782,0.041659928,0.168870878,0.086149578,0.042638626
ATP8B3,0.004768888,0.036544721,0,0.012871007,0.013417974
REXO1,0.03696202,0.037489059,0.043168453,0.033069342,0.032593876
KLF16,0.020979498,0.075372721,0.051322669,0.0517156,0.04841994
CTB-31O20.2,0.244133949,0.132371241,0.216172136,0.291902276,0.163840932
ABHD17A,0.227414574,0.146065681,0.134762658,0.80343501,0.114681229
SCAMP4,0.156081595,0.139938383,0.163600128,0.177139856,0.240645488
ADAT3,0.006914564,0.046302168,0.018620934,0,0
CSNK1G2,0.079311933,0.148642674,0.135907595,0.219969206,0.236460555
BTBD2,0.058652856,0.120496628,0.045049991,0.095798817,0.014381061
AC005306.3,0.017831957,0.007020278,0.027233106,0,0.039099541
MKNK2,0.223772227,0.420469547,0.320298002,0.206046859,0.279552072
MOB3A,0.257810225,0.850876271,0.41833551,0.38971576,0.56239037
IZUMO4,0.067804979,0.019639045,0.035449685,0.040362451,0.039453398
AP3D1,0.138466131,0.185700772,0.14752629,0.228806741,0.213322551
DOT1L,0.019869471,0.119806784,0.022305629,0.096977014,0.042882924
PLEKHJ1,0.6759615,0.746571662,1.526603134,0.807240634,0.777724662
SF3A2,0.418941318,0.183417401,0.527077301,0.342532775,0.217218615
JSRP1,0.011738482,0.006479748,0.021213722,0,0.019793436
OAZ1,10.01065206,42.27138836,15.30225078,13.23957873,48.14846428
C19orf35,0.007014688,0.039982862,0,0,0
LINGO3,0.00800243,0.013690941,0,0,0
LSM7,1.289841409,1.33268179,2.006469368,1.21362334,1.989038979
TIMM13,0.758655859,2.16417505,0.891554122,0.834934822,1.524881813
LMNB2,0.073051959,0.029590267,0.049953855,0.161576746,0.078474075
GADD45B,1.367078186,1.113179478,1.430478988,1.888232054,1.034045081
