Symbol,myeloid.dendritic.cells,macrophages,neutrophils,B.cells,NK.cells,memory.CD4.T.cells
USE1,7.5,10.1,1.7,37.1,26.9,66.8
USF2,103.9,151.5,113.5,20.8,77.7,56.0
USH1C,5.0,9.0,15.4,2.0,8.4,55.9
USH2A,3.0,14.1,9.3,0.8,21.9,35.3
USO1,96.5,156.9,22.3,75.0,19.6,202.4
USP1,28.9,46.3,48.5,17.3,30.3,132.8
USP10,36.6,80.0,56.0,27.5,75.5,330.2
USP11,42.9,113.5,52.0,101.8,199.8,153.5
USP12,8.5,40.7,4.7,11.5,3.7,38.9
USP13,46.4,65.9,71.3,29.8,66.1,134.2
USP14,129.0,173.4,45.5,87.7,127.8,175.0
USP15,283.0,321.2,848.8,518.7,340.1,366.4
USP16,503.0,361.4,202.8,761.4,661.7,513.1
USP18,36.8,13.7,72.1,53.5,115.4,58.6
USP19,19.7,15.9,50.9,49.2,62.7,112.5
USP2,1.9,22.9,11.1,1.5,6.6,13.0
USP20,50.8,49.1,88.2,90.8,168.9,286.4
USP21,40.0,49.0,42.7,61.2,157.2,121.9
USP22,0.8,1.4,3.2,1.4,2.1,4.0
USP24,118.3,58.2,38.0,247.1,175.1,110.2
USP25,687.0,582.0,1086.0,859.4,808.0,660.6
USP27X,3.3,12.1,6.1,10.1,11.2,15.5
USP29,13.3,24.1,53.4,3.8,24.4,68.2
USP3,1003.5,678.2,1992.6,1357.3,999.8,1121.2
USP32,144.0,144.6,306.5,74.2,63.5,98.5
USP32P2,193.3,135.1,549.3,156.1,230.4,191.8
USP33,10.9,14.2,28.3,30.0,47.4,43.1
USP34,33.9,10.9,23.2,67.2,36.6,116.2
USP36,31.8,24.7,5.0,46.0,59.8,156.4
USP39,48.9,62.5,11.3,83.4,120.8,31.6
USP4,261.9,173.2,677.5,224.3,191.6,418.2
USP46,5.5,6.4,9.4,12.3,8.3,18.6
USP47,199.6,262.7,95.2,285.9,367.5,426.0
USP48,25.9,25.9,39.1,75.8,43.2,59.6
USP49,1.2,3.0,6.0,1.3,1.8,31.2
USP5,6.9,33.2,57.5,30.4,44.5,167.5
USP53,4.2,0.7,20.7,2.3,2.3,21.8
USP6,189.2,225.6,306.5,213.1,208.0,204.6
USP6NL,47.0,25.3,30.4,132.4,3.3,4.0
USP6NL-IT1,47.0,25.3,30.4,132.4,3.3,4.0
USP7,17.3,15.3,42.3,66.1,119.8,111.0
USP8,423.3,245.0,270.3,309.0,178.3,120.6
USP9X,484.5,365.7,817.2,423.7,485.8,494.6
USP9Y,9.5,1.5,3.0,2.3,15.1,212.2
USPL1,411.1,233.4,155.2,802.7,361.4,385.8
UST,1.8,1.5,2.5,1.3,2.7,5.7
UTF1,16.2,2.2,16.7,12.0,13.7,5.1
UTP11L,210.6,197.1,32.9,130.3,151.1,28.2
UTP14A,5.1,5.2,4.3,1.9,2.2,7.5
UTP14C,80.7,92.2,56.7,145.9,135.4,199.9
UTP18,29.5,55.9,25.9,49.0,55.5,60.9
UTP20,45.1,49.3,66.9,47.3,59.1,149.1
UTP3,150.7,141.5,2.7,188.4,82.9,137.4
UTP6,379.9,351.5,124.5,1148.3,373.5,283.3
UTRN,24.7,69.3,34.6,21.5,47.0,186.1
UTS2,5.4,6.1,16.4,26.7,78.4,24.8
UTY,18.3,0.8,10.8,8.2,5.4,20.9
UVRAG,168.6,126.7,291.3,465.8,193.2,248.0
UXS1,164.2,194.2,30.8,131.5,138.5,312.4
UXT,397.6,382.3,179.0,748.9,485.0,628.0
VAC14,2.8,2.5,4.5,2.5,4.9,3.9
VAMP1,7.1,2.7,2.4,2.4,5.0,45.3
VAMP2,17.8,21.9,38.3,14.9,59.4,59.6
VAMP3,149.5,363.6,207.1,49.2,42.9,57.6
VAMP4,71.7,82.9,22.4,38.1,48.0,68.4
VAMP5,2.0,3.3,4.6,2.7,26.4,8.6
VAMP7,1415.8,993.7,639.0,878.5,834.6,420.0
VAMP8,596.9,1086.0,26.2,170.6,187.5,316.6
VANGL1,34.0,30.4,10.3,14.9,87.2,87.1
VAPA,3538.5,2256.9,6389.5,1664.1,1980.4,737.9
VAPB,7.5,3.1,5.3,2.4,5.4,30.9
VARS,5.2,5.9,9.5,3.6,4.6,49.2
VASH1,561.9,219.2,22.2,45.2,92.1,56.6
VASH2,8.5,2.7,17.2,8.6,3.6,42.9
VASP,107.1,203.9,1222.4,79.0,182.6,159.1
VAT1,607.7,876.2,178.3,135.2,201.3,262.0
VAV1,117.8,225.8,526.6,241.5,256.7,230.6
VAV2,1.3,0.6,2.9,1.0,1.7,2.5
VAV3,42.4,29.3,178.5,133.7,180.5,6.8
VAX2,16.1,26.8,37.1,17.5,31.3,50.6
VBP1,789.7,602.6,577.7,941.4,901.4,476.5
VCAM1,20.2,8.4,3.7,8.8,26.3,62.8
VCAN,7.2,91.6,0.7,2.6,5.6,7.1
VCL,5.8,2.1,2.6,4.0,4.6,49.7
VCP,250.0,210.1,254.9,264.3,274.4,346.9
VCPIP1,41.5,26.8,297.6,65.8,53.9,84.7
VCPKMT,170.2,102.0,521.5,795.6,235.5,147.2
VCX2,2.5,4.7,3.5,1.9,4.8,12.6
VCY,9.6,26.9,34.9,13.8,32.0,129.9
VCY1B,9.6,26.9,34.9,13.8,32.0,129.9
VDAC1,22.6,25.9,21.9,30.4,52.6,84.3
VDAC2,946.9,1271.8,291.4,848.8,840.9,666.6
VDAC3,51.2,79.0,55.5,85.0,97.9,114.0
VDR,23.9,12.9,71.4,17.7,9.1,22.5
VEGFA,20.2,20.3,7.7,2.0,2.6,3.0
VEGFB,18.8,56.4,21.6,27.9,14.0,12.5
VEGFC,8.3,15.2,10.3,8.1,41.9,47.5
VENTX,46.7,18.4,12.1,12.5,13.2,35.7
VENTXP1,1.3,1.6,6.9,1.4,3.6,6.4
VEZF1,40.5,15.5,61.1,14.7,39.5,71.6
VEZT,2.9,1.8,34.8,7.3,32.1,37.9
VGF,51.3,66.1,40.9,45.5,54.1,66.9
VGLL1,0.4,0.4,0.6,0.8,0.4,17.3
VGLL3,3.5,1.1,1.8,0.7,5.0,20.6
VGLL4,31.1,37.0,3.6,20.6,13.9,63.9
VHL,8.3,4.2,6.0,1.9,28.8,43.8
VIL1,0.6,6.6,6.2,1.8,19.0,9.4
VILL,5.0,8.0,7.1,83.7,69.3,113.5
VIM,5587.0,5220.7,5911.9,1734.6,1412.4,3925.5
VIP,0.6,0.5,6.1,1.6,3.4,7.5
VIPAS39,202.8,139.0,132.8,241.6,263.0,290.9
VIPR1,29.5,37.4,18.1,17.4,23.2,216.1
VIPR2,1.6,1.2,2.8,1.7,2.7,2.1
VKORC1,220.0,259.1,85.2,124.9,207.0,134.1
VLDLR,42.6,13.1,72.6,14.0,60.4,64.1
VMP1,1177.3,904.9,3925.7,416.2,533.8,406.0
VN1R1,9.1,10.8,44.8,21.2,24.0,76.2
VNN1,34.0,213.7,1686.7,11.0,53.6,10.9
VNN2,40.6,225.3,11098.4,591.0,408.9,161.9
VNN3,13.7,10.0,1019.9,18.3,18.7,66.1
VOPP1,1046.0,834.4,2159.2,1765.2,1126.3,1037.4
VPRBP,7.2,25.0,6.6,60.2,73.2,79.0
VPREB1,2.6,5.0,2.8,8.4,1.2,33.1
VPREB3,5.0,23.0,7.9,233.9,12.0,63.8
VPS11,229.2,229.3,108.5,256.3,300.3,230.0
VPS13A,10.3,15.9,10.2,4.4,7.0,11.0
VPS13B,9.8,3.0,48.8,11.4,25.4,41.2
VPS13C,17.4,24.0,31.3,35.0,28.2,43.3
VPS13D,9.0,0.9,2.7,9.6,20.1,58.0
VPS16,2.1,1.3,7.7,1.8,6.2,7.7
VPS26A,2133.5,2074.1,344.2,846.2,1206.2,573.1
VPS28,245.1,287.7,242.6,361.0,421.3,379.8
VPS33A,40.4,44.9,35.6,22.3,48.6,52.2
VPS33B,148.5,85.0,35.4,158.0,197.8,152.6
VPS35,1260.6,961.2,595.7,887.9,629.5,784.2
VPS37B,82.4,95.3,548.6,124.3,184.9,109.2
VPS37C,416.5,598.1,294.9,45.7,85.7,100.7
VPS39,56.7,80.3,104.7,140.6,146.1,131.0
VPS41,53.4,54.0,19.8,28.0,38.7,19.7
VPS45,4.0,9.8,3.1,15.6,14.9,26.9
VPS4A,297.5,228.1,128.1,247.6,317.5,190.4
VPS4B,995.5,704.0,1354.6,1421.9,1189.0,620.2
VPS51,455.3,308.3,124.4,1386.3,1233.8,670.9
VPS52,453.8,351.0,17.9,489.2,511.3,436.1
VPS53,2.3,11.7,11.4,11.1,18.5,26.6
VPS54,374.0,217.3,120.8,232.6,174.6,138.7
VPS72,191.6,185.9,134.8,207.4,280.7,284.0
VPS8,166.1,101.8,437.5,196.9,185.5,178.8
VPS9D1,62.7,66.8,187.1,31.6,58.2,129.2
VRK1,127.8,97.3,11.3,274.1,184.3,139.7
VRK2,312.4,264.8,191.6,565.1,257.3,174.6
VRK3,26.0,59.3,226.7,43.1,76.2,136.9
VRTN,12.0,14.6,4.4,15.0,13.0,6.7
VSIG10,71.7,82.3,47.0,6.8,40.5,30.5
VSIG4,60.1,1743.6,48.3,10.5,12.2,88.9
VSNL1,5.9,5.9,2.9,2.4,1.7,4.0
VSTM4,1.7,3.2,6.2,1.4,4.7,4.0
VSX1,1.3,1.0,2.8,1.7,1.4,29.2
VTCN1,12.4,10.4,17.9,1.2,26.0,50.3
VTI1B,434.7,500.3,198.2,306.6,455.4,230.9
VTN,24.1,4.2,6.5,7.5,33.4,54.9
VWA1,2.1,1.8,6.5,4.5,2.6,15.1
VWA5A,276.7,113.1,20.6,67.5,47.9,48.1
VWA7,1.4,3.4,5.9,3.0,7.2,11.9
VWA8,38.6,39.6,17.8,35.4,44.3,46.8
VWA9,84.8,93.5,47.5,107.1,140.3,49.5
VWF,24.6,28.7,8.0,5.8,15.3,10.8
WAC,39.2,98.8,143.5,41.7,61.7,214.0
WAPAL,11.4,20.9,31.2,10.7,3.3,34.6
WARS,356.9,426.1,333.9,150.6,178.4,136.7
WARS2,35.7,34.3,40.0,38.0,25.8,33.1
WAS,20.3,13.3,135.7,4.8,43.4,76.5
WASF1,13.1,28.4,16.1,77.8,24.3,42.8
WASF2,327.6,346.2,325.6,317.7,556.5,229.2
WASF3,16.6,17.2,29.3,33.8,35.5,49.7
WASL,3.1,2.2,2.2,5.4,2.3,3.3
WBP11,60.5,107.0,40.4,64.8,73.4,209.3
WBP1L,322.2,424.4,879.3,468.8,610.7,774.1
WBP2,114.3,211.7,286.5,90.4,158.9,197.2
WBP4,23.0,25.1,28.0,11.6,18.2,5.7
WBP5,516.1,1112.9,21.5,34.9,20.8,39.9
WBSCR16,80.2,124.2,11.1,100.3,121.5,141.9
WBSCR22,90.8,112.2,51.6,172.9,164.6,220.6
WDFY3,57.5,60.1,303.4,1.5,10.6,5.9
WDHD1,5.1,3.9,1.4,0.4,1.0,2.9
WDR1,25.5,29.2,1.2,10.5,11.4,57.2
WDR11,807.3,544.0,11.4,916.3,407.7,153.8
WDR12,377.9,302.7,34.1,343.8,263.2,176.6
WDR13,98.1,126.0,134.7,210.7,150.4,53.0
WDR18,47.1,25.1,2.1,17.2,26.1,59.7
WDR19,38.1,72.6,99.7,239.8,142.6,231.9
WDR25,16.1,19.2,5.3,2.7,6.0,6.4
WDR26,1147.1,936.4,1993.7,818.2,1101.0,718.2
WDR3,205.5,158.2,46.8,302.3,177.8,208.2
WDR33,19.6,6.9,18.2,85.3,71.5,78.8
WDR37,433.3,411.9,272.8,497.6,1078.4,491.3
WDR4,32.2,35.3,50.9,49.9,35.4,68.8
WDR41,303.9,224.0,3.2,265.3,197.1,6.6
WDR43,161.3,103.5,5.7,249.9,179.5,80.2
WDR44,187.9,105.6,73.1,172.8,225.9,168.4
WDR45,91.5,98.9,241.5,159.8,204.5,101.0
WDR45B,309.7,308.6,466.6,483.8,437.2,472.4
WDR46,4.9,14.2,4.0,20.3,26.7,15.0
WDR47,241.7,144.4,292.0,122.3,281.1,149.3
WDR48,40.7,47.6,86.1,71.5,62.3,121.5
WDR52,13.5,10.2,32.8,42.8,32.8,53.6
WDR55,5.4,3.9,7.8,2.4,3.7,10.4
WDR59,2.3,2.4,5.4,2.2,3.7,9.0
WDR5B,86.5,48.7,71.9,96.2,75.1,40.0
WDR6,181.8,96.5,164.5,551.9,435.9,461.6
WDR60,44.0,35.1,3.4,79.6,79.2,60.0
WDR61,12.5,5.6,6.6,33.0,29.3,89.3
WDR62,14.5,28.2,26.8,9.4,26.7,15.2
WDR7,456.1,297.2,94.4,209.7,532.5,208.5
WDR70,135.9,108.7,57.0,152.9,148.9,141.2
WDR73,93.7,106.7,92.7,113.4,157.4,160.3
WDR74,20.9,26.2,22.9,49.5,39.7,59.6
WDR76,19.3,27.9,37.4,28.6,41.5,76.5
WDR77,153.6,154.2,5.6,89.0,92.2,154.8
WDR78,13.5,20.0,28.7,10.3,36.1,85.2
WDR82,1304.5,581.7,699.8,1213.2,1407.7,1040.7
WDR83OS,314.9,460.5,147.5,271.3,313.0,481.7
WDR91,47.0,93.4,28.1,104.5,88.0,126.0
WDR96,0.5,0.5,0.7,0.3,1.0,0.4
WDTC1,43.2,30.7,113.7,52.9,60.2,107.8
WDYHV1,122.1,48.3,12.8,70.3,64.7,76.7
WEE1,24.6,61.7,26.0,65.4,57.8,84.5
WFDC1,17.8,3.3,7.8,2.9,6.4,8.1
WFDC2,33.1,37.2,37.1,43.3,53.3,95.3
WFDC8,15.9,21.2,23.1,15.5,14.8,36.0
WFS1,231.1,145.4,67.9,97.9,94.8,133.1
WHAMMP2,9.7,7.9,3.3,11.5,30.6,39.6
WHAMMP3,9.7,7.9,3.3,11.5,30.6,39.6
WHSC1,2.1,6.1,4.3,3.5,3.0,59.0
WHSC1L1,8.3,26.9,76.2,73.6,43.0,115.6
WIF1,3.0,2.9,5.8,1.3,3.4,8.7
WIPF1,263.7,237.3,734.3,169.1,268.1,184.8
WIPF2,122.5,95.0,281.0,64.6,148.3,231.3
WIPI1,40.5,102.2,82.8,35.1,104.7,9.6
WIPI2,55.1,77.5,150.1,48.4,85.1,177.7
WISP1,1.3,2.5,4.6,3.5,5.1,6.7
WISP2,3.3,3.2,4.8,2.5,5.1,11.1
WISP3,7.3,14.8,34.1,12.8,20.9,15.1
WIZ,5.0,4.2,7.4,3.5,8.9,19.6
WLS,30.6,51.3,294.5,3.4,4.0,8.0
WNK1,8.9,8.8,48.1,6.9,18.9,56.3
WNT1,1.4,1.6,30.4,4.0,8.0,38.1
WNT10B,6.1,4.9,35.7,9.2,32.0,110.8
WNT11,2.1,3.8,4.3,1.5,2.9,7.3
WNT16,20.5,28.2,29.8,45.6,47.3,75.7
WNT2,4.3,12.3,35.4,7.8,33.5,112.7
WNT2B,14.8,11.9,5.0,4.8,8.5,48.9
WNT3,5.7,21.0,6.5,21.8,8.7,16.8
WNT4,1.4,1.6,1.6,2.2,3.5,2.6
WNT5A,55.9,0.3,2.8,3.8,1.8,0.9
WNT5B,41.8,1.3,4.0,1.6,2.2,4.1
WNT6,0.9,0.8,3.1,1.5,1.7,4.2
WNT7A,4.0,4.7,10.0,15.6,7.0,29.2
WNT7B,0.5,3.1,15.2,8.7,3.6,3.6
WNT8B,1.5,3.3,2.6,3.8,4.5,7.3
WRAP53,2.9,3.1,8.7,11.7,36.8,21.0
WRAP73,66.0,49.6,81.7,119.7,94.4,129.6
WRB,423.6,358.8,76.3,225.4,271.0,122.7
WRN,115.1,69.0,22.7,224.7,125.1,93.7
WRNIP1,11.5,16.1,43.3,23.1,44.9,63.9
WSB1,11.3,51.4,86.7,18.5,15.8,55.7
WSB2,1295.6,1081.2,516.0,258.2,481.9,169.7
WSCD1,1.9,5.3,3.4,4.5,11.8,10.6
WSCD2,3.7,3.1,3.6,4.0,5.2,16.6
WT1,1.3,0.8,2.2,1.5,3.1,6.8
WT1-AS,11.2,7.7,49.0,11.3,19.6,53.2
WTAP,28.5,58.5,56.6,32.9,59.8,162.6
WTH3DI,6.8,1.9,2.9,7.5,1.5,8.5
WWC1,1.0,2.1,5.4,2.0,4.9,7.7
WWC2,6.8,10.2,3.5,1.3,4.1,14.8
WWC3,70.3,63.6,1324.3,473.6,266.6,288.4
WWOX,8.5,15.6,9.3,13.2,21.4,16.2
WWP1,81.1,80.1,10.5,50.9,58.8,27.7
WWP2,61.1,57.3,149.1,76.4,164.1,140.8
WWTR1,17.7,32.2,4.8,14.1,6.2,5.9
XAB2,23.9,13.5,21.7,12.9,39.8,7.2
XAF1,32.8,29.5,530.2,61.0,76.6,290.5
XAGE1B,2.1,1.3,3.6,2.5,2.3,5.1
XAGE1E,2.1,1.3,3.6,2.5,2.3,5.1
XBP1,439.2,380.3,143.8,1314.4,1241.8,230.1
XCL1,3.2,1.1,6.1,1.4,71.6,20.0
XCL2,3.2,1.1,6.1,1.4,1019.1,20.0
XCR1,3.1,4.4,7.9,1.7,6.8,9.7
XDH,39.0,52.6,102.0,46.6,67.0,171.0
XIAP,20.7,24.5,17.9,18.5,24.6,54.7
XIST,11.2,208.8,52.6,1020.1,979.2,54.5
XK,16.1,15.6,19.6,46.1,51.1,46.9
XKR8,207.5,211.5,1113.4,302.2,441.6,294.2
XKRY,3.4,7.3,19.0,1.4,4.6,26.8
XKRY2,3.4,7.3,19.0,1.4,4.6,26.8
XPA,177.6,159.3,7.5,219.4,301.1,126.4
XPC,237.3,180.8,275.9,321.1,445.0,490.9
XPNPEP1,90.5,185.4,4.3,75.7,155.6,221.5
XPNPEP2,3.0,17.0,37.7,1.4,20.6,24.0
XPNPEP3,17.7,27.5,37.9,21.4,20.4,84.9
XPO1,2072.4,1089.7,212.9,2198.2,2132.8,1528.7
XPO4,57.6,44.9,31.9,73.4,51.5,116.4
XPO6,271.1,210.3,3484.7,438.5,549.7,614.3
XPO7,46.2,90.9,39.5,42.1,60.9,270.0
XPOT,442.9,229.4,50.4,357.1,301.4,156.9
XRCC1,34.9,56.4,18.1,47.5,43.5,61.9
XRCC2,35.6,23.7,220.9,100.6,86.5,155.5
XRCC3,2.1,2.6,3.8,2.3,4.0,4.8
XRCC4,11.9,26.1,6.3,5.9,2.7,5.9
XRCC5,528.5,808.4,601.5,674.1,804.8,1089.6
XRCC6,6.2,12.3,1.7,0.9,5.1,44.5
XYLB,1.5,0.6,2.3,1.7,0.6,3.5
XYLT1,335.7,111.5,105.1,342.7,294.7,156.0
XYLT2,29.4,15.9,7.4,60.7,96.3,15.4
Y16709,1812.4,1014.5,563.3,2016.2,2493.3,2209.0
YAF2,119.8,133.8,161.1,154.0,183.1,214.4
YAP1,4.5,1.2,9.6,3.1,7.3,9.0
YARS,737.7,520.6,108.4,511.7,820.4,581.7
YARS2,215.9,113.9,1.0,95.8,66.6,77.2
YBX1,20.5,0.7,32.2,2.2,19.6,65.8
YBX2,20.0,6.1,48.2,26.9,45.4,58.8
YBX3,7.6,6.5,13.5,16.2,6.4,14.5
YEATS2,168.6,89.5,55.3,153.0,181.1,150.7
YEATS4,68.5,25.3,0.9,71.9,41.3,31.2
YES1,1.8,9.1,2.7,19.0,24.8,6.3
YIF1A,215.1,194.5,46.6,123.1,143.6,135.1
YIF1B,21.2,34.4,59.4,23.4,37.7,79.0
YIPF1,201.4,234.0,646.1,210.1,260.9,226.9
YIPF2,11.4,19.5,3.4,10.3,5.2,12.3
YIPF3,97.7,92.6,302.9,92.0,115.3,47.1
YIPF4,21.0,41.3,32.7,26.8,28.9,40.1
YIPF5,63.2,167.6,37.9,36.7,37.9,190.2
YIPF6,49.1,54.2,16.8,41.3,39.1,36.8
YKT6,38.8,79.4,60.6,4.5,9.8,17.3
YLPM1,26.2,35.7,30.2,45.5,59.2,97.4
YME1L1,4.1,4.6,1.6,1.3,1.1,61.2
YOD1,8.9,13.1,51.6,12.0,29.9,25.1
YPEL1,47.6,20.7,5.8,93.7,376.2,63.9
YPEL5,1033.8,890.5,8057.5,1393.8,1115.9,923.1
YRDC,426.0,121.0,363.7,162.6,141.7,132.7
YTHDC1,20.2,10.8,33.4,10.9,14.0,26.5
YTHDC2,10.1,10.6,17.2,17.4,18.0,54.5
YTHDF1,621.3,644.1,415.1,806.7,792.2,572.9
YTHDF2,938.1,567.5,175.0,792.0,614.1,366.0
YTHDF3,703.0,615.6,1179.6,520.3,300.0,213.1
YWHAB,457.8,328.7,879.7,201.5,301.1,270.4
YWHAE,21.8,50.7,25.4,21.1,40.3,61.0
YWHAH,348.3,297.6,115.7,115.0,133.2,131.0
YWHAQ,1473.1,1261.0,216.7,1285.6,1291.2,975.1
YWHAZ,87.1,67.7,81.3,125.0,85.7,79.9
YY1,22.9,27.8,13.8,32.1,7.0,134.4
YY1AP1,278.4,273.0,837.1,610.2,500.4,769.7
YY2,17.8,27.8,13.0,35.6,42.2,113.8
ZAK,42.3,35.0,42.7,20.0,31.0,54.1
ZAP70,3.9,8.0,25.3,5.9,213.7,831.3
ZBBX,6.5,3.1,1.3,10.7,23.2,25.4
ZBED1,119.4,106.4,118.4,146.2,83.4,25.3
ZBED2,9.6,11.0,44.5,89.6,28.4,29.1
ZBED4,13.7,25.9,14.9,25.5,36.7,38.5
ZBED5,938.3,498.5,216.1,2008.5,680.0,1233.9
ZBED8,28.3,26.5,18.1,7.0,7.5,7.4
ZBP1,3.5,2.0,96.6,51.4,34.4,14.8
ZBTB1,39.2,26.6,8.2,42.2,41.1,41.0
ZBTB10,39.7,20.5,0.3,41.0,49.9,7.3
ZBTB11,397.1,222.4,303.4,689.5,597.1,296.4
ZBTB14,17.5,17.5,9.4,34.2,29.2,59.4
ZBTB16,13.5,17.2,73.2,25.5,152.6,107.7
ZBTB17,3.7,5.5,6.2,5.1,5.9,5.9
ZBTB18,6.2,1.6,111.1,23.0,4.2,39.0
ZBTB20,0.9,6.7,16.3,27.2,66.7,109.2
ZBTB22,44.7,43.8,49.6,65.0,74.8,111.8
ZBTB24,123.2,98.8,48.1,557.3,165.5,306.9
ZBTB25,79.2,57.4,33.6,232.4,165.5,396.0
ZBTB3,18.0,12.9,11.6,25.0,37.9,40.8
ZBTB32,0.6,0.7,3.5,85.9,1.1,2.5
ZBTB33,11.2,6.8,17.4,0.3,16.0,51.1
ZBTB38,27.0,52.2,35.1,28.1,55.3,147.8
ZBTB39,56.4,21.2,49.1,120.8,108.8,80.6
ZBTB40,23.6,26.7,19.6,41.0,58.8,117.4
ZBTB43,2.6,33.5,22.8,9.6,6.7,57.6
ZBTB44,1.7,3.7,3.6,1.6,11.3,24.2
ZBTB48,24.8,7.1,8.7,35.5,86.6,53.3
ZBTB5,137.5,106.3,66.1,364.6,364.1,240.2
ZBTB6,11.8,12.4,2.2,10.6,13.0,6.2
ZBTB7A,6.3,13.5,5.1,2.2,20.0,10.5
ZBTB7B,7.1,8.9,50.4,5.7,3.8,6.5
ZBTB7C,1.0,2.4,0.8,1.5,3.0,2.0
ZC2HC1A,117.7,64.8,67.9,145.4,41.6,88.7
ZC2HC1C,9.3,10.0,11.1,23.9,3.1,14.3
ZC3H11A,31.8,106.5,124.1,59.5,55.0,550.1
ZC3H12A,24.5,54.2,210.3,66.4,91.8,25.6
ZC3H13,22.1,7.5,52.7,22.8,61.2,98.6
ZC3H14,176.1,129.9,12.8,194.4,137.6,145.9
ZC3H15,2.4,8.3,14.5,6.9,17.3,15.5
ZC3H3,16.1,34.7,152.2,7.6,62.5,130.5
ZC3H4,291.3,265.7,704.7,872.8,765.1,461.2
ZC3H7A,303.4,342.6,196.6,520.2,313.1,334.9
ZC3H7B,1.0,1.1,5.9,5.4,15.0,8.8
ZC3HAV1,46.9,38.8,419.1,103.5,126.2,243.4
ZC4H2,35.0,36.8,11.2,90.0,78.9,64.7
ZCCHC10,274.7,239.9,36.1,368.4,193.1,100.1
ZCCHC11,6.1,5.9,1.0,0.6,12.7,43.8
ZCCHC14,1.1,1.8,2.5,0.8,1.9,4.8
ZCCHC2,1001.1,434.8,847.9,364.9,294.5,193.6
ZCCHC24,68.4,31.4,6.0,3.9,26.6,3.6
ZCCHC4,3.4,9.6,6.3,2.5,4.0,3.5
ZCCHC6,814.3,391.0,4441.5,1033.2,905.4,614.9
ZCCHC8,590.6,264.9,85.9,835.3,597.8,413.6
ZCWPW1,4.6,8.2,8.7,65.2,5.4,62.3
ZDHHC11,8.9,6.2,25.1,25.7,29.0,75.7
ZDHHC11B,8.9,6.2,25.1,25.7,29.0,75.7
ZDHHC13,97.3,76.7,106.4,172.8,152.5,147.3
ZDHHC14,7.1,6.7,13.4,98.2,15.1,9.6
ZDHHC17,3.2,3.8,18.8,3.1,3.9,102.5
ZDHHC18,101.9,44.9,2185.4,77.3,143.0,156.4
ZDHHC24,162.2,162.2,14.7,69.9,115.2,122.8
ZDHHC3,63.8,93.7,105.3,47.5,52.2,97.3
ZDHHC4,31.4,80.9,9.6,190.0,170.7,105.2
ZDHHC6,364.6,508.1,346.2,872.1,1037.3,410.7
ZDHHC7,556.6,598.4,780.9,394.3,560.6,443.9
ZDHHC8P1,9.2,12.2,13.0,23.1,36.1,9.9
ZEB1,0.6,0.8,11.6,6.7,6.2,49.0
ZEB2,326.8,233.7,43.4,173.8,231.8,25.8
ZER1,2.7,5.8,14.8,4.3,6.1,8.1
ZFAND1,141.6,134.3,13.1,224.8,117.3,103.2
ZFAND3,60.8,168.1,387.0,112.7,129.5,390.4
ZFAND5,11.7,15.4,19.6,7.9,6.8,48.6
ZFAND6,1314.0,1467.8,1097.8,1685.4,986.8,501.0
ZFC3H1,231.7,232.7,217.9,1132.0,756.6,1265.9
ZFHX2,32.6,21.7,63.8,27.1,50.7,39.7
ZFHX3,3.2,3.9,2.6,3.5,4.5,2.1
ZFHX4,10.4,32.6,49.4,45.5,36.6,144.5
ZFP2,1.9,0.4,1.8,44.7,16.6,22.3
ZFP30,41.4,45.6,2.7,76.1,128.8,19.1
ZFP36,140.9,191.0,8744.3,439.6,462.9,551.7
ZFP36L1,8.9,1.5,48.9,0.6,4.4,2.9
ZFP36L2,7.1,19.3,6.4,0.6,2.8,126.7
ZFP37,17.1,10.2,1.8,23.0,30.5,43.0
ZFP64,9.5,5.3,7.5,31.0,29.3,17.5
ZFP69B,23.7,15.6,17.7,26.2,14.7,15.6
ZFPL1,13.6,10.2,6.5,5.5,0.6,4.8
ZFPM2,7.0,14.2,22.3,7.8,24.2,36.4
ZFR,3.2,15.0,10.4,2.5,1.1,24.5
ZFR2,13.3,9.9,30.2,3.7,14.6,10.0
ZFX,6.0,12.0,17.3,9.3,6.1,22.6
ZFY,6.0,10.3,6.4,9.3,6.1,25.1
ZFYVE16,612.4,714.4,246.4,278.6,170.9,70.1
ZFYVE21,35.3,40.3,34.4,16.8,25.0,54.1
ZFYVE26,348.3,368.1,36.2,251.7,130.1,62.0
ZFYVE9,11.3,13.3,30.1,14.8,11.0,43.2
ZG16,3.2,1.4,2.2,2.7,2.2,9.0
ZGPAT,15.5,23.5,37.2,88.2,44.2,55.3
ZHX2,51.9,80.9,125.5,671.1,375.8,104.5
ZHX3,4.1,8.2,6.7,3.3,3.0,7.8
ZIC1,2.4,1.8,3.7,1.6,7.9,4.2
ZIC3,1.1,3.5,12.8,11.7,13.5,47.1
ZIC4,11.1,16.8,5.1,2.5,13.8,47.8
ZIM2,40.3,38.2,86.2,64.9,87.6,192.1
ZKSCAN1,4.8,23.5,16.5,10.4,11.2,98.0
ZKSCAN3,55.9,71.6,51.8,58.8,66.3,73.9
ZKSCAN4,74.2,64.8,25.8,89.0,133.5,74.6
ZKSCAN5,44.3,29.1,32.9,50.5,45.3,70.9
ZKSCAN7,50.2,17.3,10.5,109.7,115.8,2.7
ZKSCAN8,12.4,11.2,27.8,23.8,48.4,29.7
ZMAT3,100.0,116.4,24.1,53.9,174.5,115.2
