Gene Name,tumor-mcf7,cafs-hs,normal_breast,lymphocytes
DGCR10,1,0,2,2
CA15P1,2,1,4,3
DGCR2,3225,1701,3537,2710
DGCR11,82,44,88,64
AC004461.1,0,0,2,1
AC004461.2,6,1,12,3
AC004471.1,2,2,8,4
AC004471.2,1,0,1,0
TSSK1A,0,0,0,0
ESS2,551,334,616,480
TSSK2,0,0,0,0
GSC2,1,0,0,0
LINC01311,30,17,34,19
SLC25A1,5615,950,5736,4473
CLTCL1,201,322,298,193
AC000081.1,0,0,0,0
KRT18P62,0,0,0,0
HIRA,381,188,446,307
C22orf39,434,215,516,396
RN7SL168P,0,0,0,0
MRPL40,561,477,645,520
AC000068.1,40,3,25,30
UFD1,1821,658,1930,1496
AC000068.3,0,0,0,0
AC000068.2,2,0,2,0
CDC45,1396,653,1609,1195
CLDN5,5,0,11,8
LINC00895,0,0,0,0
AC000077.1,0,0,0,0
AC000067.1,0,0,0,0
05-Sep,970,111,1057,750
GP1BB,0,0,0,0
TBX1,3,1,5,6
GNB1L,165,174,194,171
AC000089.1,14,3,12,12
RTL10,757,452,907,706
TXNRD2,737,217,799,563
AC000078.1,4,2,6,3
COMT,2273,1022,2606,1922
MIR4761,0,0,0,0
ARVCF,824,30,824,642
TANGO2,404,129,426,341
MIR185,0,0,0,0
AC006547.1,36,26,53,27
AC006547.3,0,0,0,0
DGCR8,1192,465,1323,955
MIR3618,0,0,0,0
MIR1306,0,0,0,0
AC006547.2,0,0,0,0
TRMT2A,922,403,1005,772
MIR6816,0,0,0,0
RANBP1,3003,2128,3559,2562
SNORA77B,0,0,0,0
ZDHHC8,631,1108,859,646
CCDC188,2,19,5,3
AC007663.2,0,1,0,0
LINC00896,2,1,0,3
RTN4R,262,8,255,191
MIR1286,0,0,0,0
AC007663.1,2,1,8,3
DGCR6L,714,280,737,583
AC007663.4,7,4,18,10
AC007663.3,5,0,2,2
AC007731.1,0,0,0,0
AC007731.3,0,0,0,0
USP41,2,0,0,1
ZNF74,519,197,543,368
RNU6-225P,0,0,0,0
SCARF2,18,67,108,52
AC007731.5,0,0,0,0
KLHL22,610,182,632,450
AC007731.2,9,6,9,4
RNY1P9,0,0,0,1
RN7SL812P,0,2,1,0
KRT18P5,3,0,2,1
MED15,1733,2055,2133,1639
AC007731.4,0,0,0,0
CCDC74BP1,0,0,0,0
SMPD4P1,2,0,2,2
IGLL4P,0,0,0,0
SLC9A3P2,0,0,0,0
ABHD17AP4,0,0,0,0
POM121L4P,0,0,0,0
BCRP5,1,0,0,0
TMEM191A,191,6,178,139
PI4KA,3689,912,4042,2904
SERPIND1,0,4,3,2
SNAP29,998,525,1033,837
AC007308.1,0,0,0,0
CRKL,3286,2243,3803,2812
LINC01637,9,0,8,3
AIFM3,23,2,34,26
LZTR1,919,777,1061,849
AC002470.1,4,2,8,6
THAP7,706,182,746,607
THAP7-AS1,54,18,67,47
AC002472.2,1,0,0,1
TUBA3FP,0,1,0,0
P2RX6,0,9,5,5
AC002472.3,0,0,0,0
SLC7A4,0,0,0,0
AC002472.1,0,0,1,0
MIR649,0,0,0,0
P2RX6P,0,1,0,0
LRRC74B,1,1,0,3
TUBA3GP,1,0,0,0
AC002472.4,0,0,0,0
BCRP2,3,0,1,1
AP000550.1,0,0,0,0
POM121L7P,0,0,0,0
E2F6P2,0,0,0,0
FAM230B,0,0,0,0
AP000550.2,0,0,0,0
AP000550.4,0,0,0,0
GGT2,0,0,1,0
AP000550.3,0,0,0,0
E2F6P3,0,0,0,0
POM121L8P,0,0,0,0
BCRP6,0,0,0,0
AP000552.1,0,0,0,0
AP000552.3,0,0,0,0
PPP1R26P5,0,0,0,0
LINC01651,0,0,0,0
AP000552.2,0,0,0,0
RIMBP3B,4,0,3,1
RN7SKP63,0,0,0,0
HIC2,153,126,236,175
TMEM191C,7,6,18,13
PI4KAP2,100,71,101,92
RN7SKP221,0,0,0,0
RIMBP3C,1,0,1,0
UBE2L3,2362,1382,2648,2005
YDJC,1385,670,1574,1175
CCDC116,2,2,7,4
AP000553.2,0,0,0,0
SDF2L1,697,433,815,625
MIR130B,12,0,4,2
MIR301B,0,0,0,0
AP000553.4,9,1,6,2
AP000553.5,2,0,5,5
AP000553.6,6,0,7,0
AP000553.3,2,0,7,2
AP000553.1,4,1,8,6
PPIL2,1707,538,1983,1377
YPEL1,33,4,66,41
RN7SL280P,2,0,0,0
MAPK1,3635,2679,4522,3246
RNA5SP493,0,0,1,0
AC245452.2,0,0,0,0
PPM1F,759,874,938,749
AC245452.1,111,59,106,84
TOP3B,12,3,16,3
PRAMENP,0,0,3,1
IGLVI-70,0,0,6,1
IGLV4-69,0,0,31,14
IGLVI-68,0,0,0,0
AC245452.5,0,0,0,0
AC245452.4,0,0,0,0
IGLV10-54,0,0,64,20
IGLV10-67,0,0,0,0
AC245452.3,0,0,0,0
IGLVIV-66-1,0,0,0,0
IGLVV-66,0,0,0,0
IGLVIV-65,0,0,0,0
IGLVIV-64,0,0,0,0
IGLVI-63,0,0,0,0
IGLV1-62,0,0,1,0
AC245517.5,0,0,1,0
IGLV8-61,0,0,16,9
AC245517.1,0,0,0,0
ABHD17AP5,0,1,3,1
AC245517.4,0,0,0,0
AC245517.3,0,0,0,0
IGLV4-60,0,0,31,13
AC245517.2,0,0,1,0
SOCS2P2,0,0,0,0
IGLVIV-59,0,0,0,0
IGLVV-58,0,0,0,0
BMP6P1,0,0,0,0
IGLV6-57,0,0,563,278
IGLVI-56,0,0,1,0
IGLV11-55,0,0,3,0
IGLVIV-53,0,0,0,0
TOP3BP1,2,2,1,2
AC245060.3,0,0,0,0
VPREB1,0,0,66,35
AC245060.6,22,3,29,13
AC245060.5,10,8,21,18
AC245060.2,5,3,13,8
AC245060.4,256,175,384,238
IGLV5-52,37,27,86,46
IGLV1-51,7,2,2148,967
IGLV1-50,0,0,0,0
ASH2LP3,0,0,0,0
IGLV9-49,0,0,0,0
AC245060.1,0,0,0,0
IGLV5-48,0,0,0,0
IGLV1-47,0,0,2,0
ASH2LP2,0,0,0,0
IGLV7-46,0,0,1,0
AC245291.3,0,0,0,0
IGLV5-45,0,0,0,0
IGLV1-44,0,0,0,0
IGLV7-43,0,0,0,0
IGLVI-42,0,0,0,0
IGLVVII-41-1,0,0,0,0
IGLV1-41,0,0,0,0
IGLV1-40,0,0,0,0
ASH2LP1,0,0,0,0
IGLVI-38,0,0,0,0
IGLV5-37,0,0,0,0
IGLV1-36,0,0,0,0
AC245291.2,0,0,0,0
IGLV7-35,0,0,0,0
AC245291.1,0,0,0,0
ZNF280B,0,0,0,0
ZNF280A,0,0,0,0
PRAME,0,0,1,0
LL22NC03-63E9.3,0,0,0,0
IGLV2-34,0,0,0,0
IGLV2-33,0,0,0,0
IGLV3-32,0,0,0,0
IGLV3-31,0,0,0,0
IGLV3-30,0,0,0,0
BCRP4,0,0,0,0
POM121L1P,0,0,0,0
GGTLC2,0,0,0,0
IGLV3-29,0,0,0,0
IGLV2-28,0,0,0,0
IGLV3-27,0,0,0,0
IGLV3-26,0,0,0,0
IGLVVI-25-1,0,0,0,0
IGLV3-25,0,0,0,0
AC244250.2,0,0,0,0
AC244250.1,0,0,0,0
IGLV3-24,0,0,0,0
IGLV2-23,0,0,1,1
IGLVVI-22-1,0,0,0,0
IGLV3-22,0,0,0,0
IGLV3-21,0,0,0,2
IGLVI-20,0,0,0,0
IGLV3-19,0,0,3,0
AC244250.3,0,0,0,0
IGLV2-18,0,0,0,0
IGLV3-17,0,0,0,0
IGLV3-16,0,0,0,0
IGLV3-15,0,0,0,0
IGLV2-14,0,0,1,0
IGLV3-13,0,0,0,0
IGLV3-12,0,0,0,0
AC244157.1,0,0,0,0
AC244157.2,0,0,0,0
IGLV2-11,0,0,3,1
AC245028.3,0,0,0,0
IGLV3-10,0,0,0,1
AC245028.1,0,0,0,0
IGLV3-9,0,0,1,0
IGLV2-8,0,0,0,0
MIR650,0,0,0,0
AC245028.2,0,0,0,0
IGLV3-7,0,0,0,0
IGLV3-6,0,0,0,0
IGLV2-5,0,0,1,1
IGLV3-4,0,0,1,0
IGLV4-3,0,0,1,0
IGLV3-2,0,0,0,0
IGLV3-1,0,0,25,8
MIR5571,0,0,0,0
IGLL5,0,0,30,11
IGLJ1,0,0,1,0
IGLC1,0,0,0,0
IGLJ2,0,0,0,0
IGLC2,0,1,1216,575
IGLJ3,0,0,12,6
IGLC3,2,0,516,257
IGLJ4,0,0,0,0
IGLC4,0,0,0,0
IGLJ5,0,0,0,0
IGLC5,0,0,0,0
IGLJ6,0,0,0,0
IGLC6,0,0,1,0
IGLJ7,0,0,0,0
IGLC7,0,0,1,0
AC245054.2,0,0,0,0
AC245054.1,0,0,0,0
RSPH14,1,3,2,0
GNAZ,197,6,296,175
RAB36,212,78,264,173
BCR,2319,1135,2787,2131
BCRP8,2,1,0,2
RN7SL263P,3,0,0,3
FBXW4P1,3,3,10,7
AP000343.1,0,0,0,0
LINC02556,0,0,0,0
CES5AP1,0,0,0,0
ZDHHC8P1,1,0,1,2
AP000344.2,0,0,0,0
LINC01659,0,0,1,0
AP000344.1,0,0,0,0
LINC01658,0,0,0,0
LINC02557,0,0,0,0
PCAT14,0,0,0,0
AP000345.1,0,0,0,0
IGLL1,0,0,72,40
AP000345.2,1,0,3,1
AP000346.4,0,0,0,0
DRICH1,1,0,7,3
AP000346.3,0,0,1,0
AP000346.1,1,0,2,2
GUSBP11,2,0,1,1
AP000346.2,2,0,3,1
ASLP1,1,2,3,5
AP000347.2,0,0,3,1
AP000347.1,16,4,24,18
RGL4,27,13,15,19
ZNF70,118,72,157,96
VPREB3,0,0,71,29
C22orf15,0,0,0,1
CHCHD10,94,13,112,78
MMP11,3,3,9,3
SMARCB1,1132,417,1232,908
DERL3,1,0,26,15
AP000350.5,0,0,0,0
SLC2A11,35,4,54,31
AP000350.4,0,0,0,0
AP000350.7,0,0,0,0
RN7SL268P,0,0,0,0
MIF,0,0,0,0
MIF-AS1,0,0,0,0
AP000350.6,0,0,0,0
AP000350.2,0,0,0,0
AP000350.1,0,0,0,0
AP000350.3,0,0,0,0
GSTT2B,0,6,2,1
AC253536.2,0,0,0,0
DDTL,0,0,0,0
AC253536.6,0,0,0,0
DDT,3,2,2,0
AC253536.5,0,0,0,0
GSTT2,0,0,0,0
AC253536.1,0,0,0,0
GSTTP1,0,0,0,0
AC253536.4,0,0,0,0
CABIN1,2122,948,2591,1833
AC253536.3,14,6,13,8
SUSD2,780,402,717,597
GGT5,33,63,41,36
GGTLC4P,0,1,0,0
POM121L9P,4,4,3,5
BCRP1,0,0,0,0
AP000354.1,3,0,1,0
SPECC1L,630,378,790,587
SPECC1L-ADORA2A,0,0,0,1
ADORA2A,4,2,6,3
ADORA2A-AS1,2,3,3,5
UPB1,1,0,3,0
AP000355.1,0,0,0,1
GUCD1,2196,1259,2413,1790
SNRPD3,2959,1411,3214,2288
GGT1,14,45,29,16
LRRC75B,147,82,132,99
AP000356.1,0,0,0,0
BCRP3,0,0,0,0
AP000356.4,0,0,0,0
AP000356.3,0,0,0,0
AP000356.2,9,7,8,4
POM121L10P,0,0,0,0
ARL5AP4,0,0,0,0
AP000357.1,0,2,0,0
AP000357.2,1,0,0,0
AP000358.1,0,0,0,0
CRIP1P4,0,0,0,0
PIWIL3,1,0,0,0
SGSM1,32,0,24,20
TMEM211,0,0,1,0
KIAA1671,1357,1080,1442,1103
AL022323.3,0,0,0,0
AL022323.5,0,0,0,0
AL022323.2,0,0,0,0
AL022323.4,7,0,5,1
AL022323.1,1,0,2,1
Z99916.2,0,0,1,0
CRYBB3,0,1,1,1
Z99916.1,0,0,0,0
CRYBB2,0,3,1,0
Z99916.3,0,0,0,0
AL022332.1,0,0,3,2
IGLL3P,1,0,0,0
AL022324.1,1,1,2,2
AL022324.2,8,0,2,2
LRP5L,57,47,76,54
AL022324.3,0,0,0,0
AL008721.1,0,0,0,1
IGLVIVOR22-1,0,0,1,0
CRYBB2P1,197,161,224,186
MIR6817,0,0,0,0
AL008721.2,18,2,22,12
AL022329.1,1,0,0,0
GRK3,207,222,343,265
AL022329.2,0,0,0,0
YES1P1,1,0,0,0
RNA5SP494,0,1,1,0
MYO18B,0,1,0,0
AL022329.3,0,0,0,0
Z98949.1,0,0,0,0
Z98949.3,0,0,0,0
RN7SKP169,0,0,0,0
Z98949.2,0,0,0,0
LINC02559,0,0,0,0
AL022337.1,0,0,0,0
SEZ6L,0,0,0,0
AL080273.1,0,0,0,0
RNA5SP495,0,0,0,0
Z99714.1,0,1,0,0
ASPHD2,20,62,44,36
HPS4,724,797,1270,849
SRRD,298,255,441,318
TFIP11,794,504,999,717
Z95115.1,108,47,118,86
TPST2,198,282,319,259
MIR548J,0,0,0,0
HMGB1P10,8,0,4,3
CRYBB1,0,0,0,0
CRYBA4,0,0,1,0
ISCA2P1,0,0,1,2
MIAT,14,4,22,4
MIAT_exon1,0,0,0,0
Z99774.1,0,0,1,0
MIAT_exon5_1,0,0,0,0
MIAT_exon5_2,0,0,0,0
MIATNB,39,16,48,37
MIAT_exon5_3,0,0,0,0
LINC01422,4,3,1,2
Z97353.1,11,4,11,9
AL008638.3,0,0,0,0
RNU6-1066P,0,0,0,0
AL008638.5,0,0,0,0
AL008638.4,0,0,0,0
AL008638.2,0,0,0,0
AL008638.6,0,0,0,0
AL008638.1,0,0,0,0
AL021153.1,0,0,0,0
LINC01638,0,0,0,0
AL020994.3,0,0,0,0
AL020994.1,0,0,0,0
LINC02554,0,0,0,0
AL020994.2,0,0,0,0
AL049536.1,0,1,0,0
AL050402.1,0,1,0,0
AL133456.1,0,0,0,0
AL121885.2,0,1,0,1
AL121885.3,0,0,0,0
AL121885.1,0,0,0,0
MN1,35,726,192,189
PITPNB,1982,2369,2424,1787
TTC28-AS1,108,219,133,114
TTC28-AS1_1,0,0,0,0
MIR3199-1,0,0,0,0
MIR3199-2,0,0,0,0
TTC28-AS1_2,0,0,0,0
TTC28,249,88,319,218
TTC28-AS1_3,0,0,0,0
TTC28-AS1_4,0,0,0,0
RN7SL757P,0,0,0,0
MIR5739,0,0,0,0
RN7SL162P,0,0,1,0
CHEK2,826,320,909,615
HSCB,481,155,444,356
CCDC117,3037,511,3426,2381
XBP1,47161,1745,47467,34403
Z93930.2,46,5,54,28
Z93930.3,8,0,6,3
Z93930.1,0,0,0,0
ZNRF3,611,268,659,493
ZNRF3-IT1,0,0,0,0
ZNRF3-AS1,1,1,1,0
C22orf31,0,0,0,0
KREMEN1,714,730,929,654
AL021393.1,2,0,0,0
RNU6-810P,0,0,0,0
RNU6-1219P,0,0,0,0
EMID1,210,0,240,165
RHBDD3,790,284,836,643
AL031186.1,14,4,16,13
EWSR1,8433,3974,9491,7046
GAS2L1,1047,1067,1210,896
RASL10A,24,1,22,17
AC002059.1,7,0,1,0
AP1B1,6207,1711,6768,4854
MIR3653,3,0,2,2
SNORD125,0,0,0,0
AC000041.1,0,0,0,0
RFPL4AP6,0,0,0,0
RFPL1S,2,0,3,0
AC000041.2,0,0,0,0
RFPL1,0,0,0,0
AC000035.1,0,0,0,0
NEFH,2,1,1,2
THOC5,1293,837,1413,1046
AC005529.1,0,0,0,0
NIPSNAP1,3329,646,3524,2529
NF2,1012,841,1249,962
RPEP4,0,0,0,0
AC004882.1,0,0,0,0
AC004882.2,0,0,0,0
CABP7,4,1,5,3
ZMAT5,160,97,168,123
UQCR10,1818,633,1855,1505
ASCC2,1576,1114,1722,1449
MTMR3,124,115,182,134
RNU6-331P,0,0,0,0
AC003681.1,37,11,37,32
MIR6818,0,0,0,0
HORMAD2-AS1,0,0,0,0
CNN2P1,0,0,2,0
HORMAD2,0,0,0,0
AC003071.2,0,0,0,0
AC003071.1,0,0,0,0
AC002378.1,0,0,0,1
LIF-AS1,0,0,0,0
LIF,196,25,236,144
AC004264.1,9,0,15,15
OSM,1,1,0,0
AC004264.2,0,1,1,3
CASTOR1,13,7,22,15
AC004997.1,1,0,1,1
TBC1D10A,432,128,463,327
SF3A1,3428,2842,4237,3043
CCDC157,60,29,59,58
RNF215,268,156,366,243
SEC14L2,66,1917,261,286
AC004832.3,0,0,0,0
AC004832.5,2,12,3,4
RNU6-564P,1,1,0,0
AC004832.4,1,7,2,0
MTFP1,78,27,77,59
AC004832.6,2,0,4,2
AC004832.2,0,0,0,0
SEC14L3,0,0,0,0
AC004832.1,0,0,0,0
SDC4P,0,0,0,0
SEC14L4,0,0,0,0
SEC14L6,0,0,0,0
SIRPAP1,0,0,3,1
GAL3ST1,0,5,0,3
PES1,2337,2426,2820,2092
AC005006.1,0,0,0,0
TCN2,29,49,50,28
SLC35E4,124,227,158,136
DUSP18,107,46,114,86
AC003072.1,5,1,5,10
OSBP2,422,870,530,475
MIR3200,0,0,0,0
EIF4HP2,7,4,4,1
MORC2-AS1,4,1,2,1
MORC2,1805,423,1965,1454
TUG1,5758,1940,6392,4583
TUG1_1,0,0,0,0
TUG1_2,0,0,0,0
TUG1_3,0,0,0,0
TUG1_4,0,0,0,0
AC004542.2,0,0,0,0
AC004542.1,0,0,0,0
AC005005.4,2,0,1,0
RN7SL633P,0,0,0,0
SMTN,1597,3556,2212,1741
AC005005.3,5,5,5,0
SELENOM,61,259,198,144
AC005005.2,0,0,0,0
INPP5J,249,5,245,184
PLA2G3,94,0,101,75
AC005005.1,0,0,0,0
MIR3928,0,0,0,0
RNF185,540,400,628,455
RNF185-AS1,0,0,0,0
LIMK2,921,1036,1093,829
RNU6-1128P,0,0,0,0
PIK3IP1,225,76,266,200
PIK3IP1-AS1,3,0,4,9
RNA5SP496,0,0,0,0
PATZ1,2714,332,2800,2044
LINC01521,184,8,183,153
RNU6-338P,0,0,0,0
DRG1,1308,1081,1505,1139
EIF4ENIF1,746,251,772,542
AL096701.3,1,0,1,0
RNU6-28P,0,0,0,0
SFI1,1111,315,1180,870
H2AFZP6,0,0,0,0
AL096701.2,0,0,0,0
AL096701.1,2,0,0,0
PISD,1424,656,1558,1118
MIR7109,0,0,0,0
PRR14L,1964,874,2274,1664
DEPDC5,487,234,595,396
RN7SL20P,0,0,0,0
AL022331.1,1,0,3,1
RNU6-201P,0,0,0,0
Z82190.1,0,0,0,0
C22orf24,5,1,2,3
YWHAH,3996,2110,4475,3362
AL008719.1,0,0,0,1
LINC02558,0,0,0,0
RN7SL305P,0,0,0,0
Z74021.1,3,5,12,5
SLC5A1,1,0,1,1
AP1B1P1,0,0,0,0
Z83839.1,0,0,0,0
AP1B1P2,0,0,0,0
Z83839.2,0,0,0,0
C22orf42,0,0,0,0
AL008723.2,0,0,0,0
RFPL3-AS1_1,0,0,0,0
RFPL2,1,0,1,0
IGLCOR22-1,0,0,0,0
SLC5A4-AS1,0,0,0,0
SLC5A4,2,0,1,0
CPSF1P1,2,0,6,6
AL008723.1,1,0,0,0
AL008723.3,0,0,1,0
AL021937.3,0,0,0,0
RFPL3,0,0,0,0
IGLCOR22-2,0,0,0,0
RFPL3S,0,1,2,0
RFPL3-AS1_2,0,0,0,0
AL021937.1,2,0,3,3
IGLVIVOR22-2,0,0,0,1
AL021937.4,1,0,0,1
AL021937.2,2,1,3,1
RTCB,1987,1492,2406,1871
BPIFC,0,0,0,0
FBXO7,2134,1268,2483,1836
SYN3,7,0,5,5
Z82246.1,3,0,4,2
RNA5SP497,0,0,0,0
Z73495.1,0,0,0,0
TIMP3,394,1173,1702,1004
Z83846.1,0,0,0,0
Z82198.1,1,0,0,0
LINC01640,0,0,0,0
Z82198.3,0,0,0,0
LARGE1,2531,1,2526,1809
Z82198.2,0,0,0,0
Z82173.1,1,0,2,1
MIR4764,0,0,0,0
SNORA50B,0,0,0,0
LARGE-IT1,0,0,0,0
LARGE-AS1,1,0,0,0
Z73429.1,3,0,2,1
LINC01643,0,0,0,0
Z68323.1,0,0,0,0
AL021877.1,0,0,0,0
AL021877.2,1,0,0,0
Z82196.1,0,0,0,0
Z82196.2,0,0,0,0
ISX-AS1,0,0,0,0
ISX,0,0,2,0
LINC01399,1,1,6,1
Z99755.2,0,0,0,0
Z99755.1,0,0,0,0
RNU7-167P,0,0,0,0
HMGXB4,998,796,1215,840
AL008635.1,0,0,0,1
TOM1,481,459,550,433
MIR3909,0,0,0,0
MIR6069,0,0,0,0
Z82244.2,0,0,0,0
Z82244.1,0,0,0,0
HMOX1,230,424,890,540
MCM5,3220,1872,4309,3139
AL022334.1,0,0,0,0
AL022334.2,0,0,0,0
RASD2,8,11,10,9
MB,440,0,421,307
AL049747.1,0,1,0,0
APOL6,9,545,154,125
AL049748.1,0,0,0,0
MRPS16P3,0,0,0,0
APOL5,0,0,0,0
RBFOX2,255,526,354,320
NDUFA9P1,0,0,0,0
Z82217.1,3,0,6,0
Z95114.4,0,0,0,0
Z95114.1,0,0,0,0
Z95114.2,0,0,0,1
Z95114.3,0,0,0,0
APOL3,2,11,9,4
MTCO1P20,0,0,0,0
MTCO2P20,0,0,0,0
MTATP6P20,0,0,0,0
MTCO3P20,0,0,0,0
MTCYBP34,0,0,0,0
MTND1P10,0,0,0,0
APOL4,7,0,6,4
APOL2,182,383,313,242
APOL1,3,84,37,16
MYH9,15985,51795,23458,20341
MIR6819,0,0,0,0
FO393418.1,2,1,1,0
RPS15AP38,1,1,1,1
AL022313.2,2,0,1,4
TXN2,1406,811,1624,1154
FOXRED2,1443,252,1620,1077
EIF3D,3277,4136,4155,3171
AL022313.1,2,0,1,1
AL022313.3,0,0,0,0
AL022313.4,0,0,0,0
CACNG2,0,0,0,0
AL049749.1,0,0,0,0
IFT27,543,188,566,358
PVALB,1,0,0,0
Z82185.1,0,0,0,0
NCF4-AS1,0,0,0,0
NCF4,2,0,36,14
CSF2RB,2,0,54,24
CSF2RBP1,0,0,0,0
LL22NC01-81G9.3,0,0,0,0
TEX33,0,0,0,0
TST,2254,90,2254,1661
MPST,1283,617,1499,1094
KCTD17,567,161,678,476
RN7SKP214,0,0,0,0
TMPRSS6,42,7,44,32
AL022314.1,0,0,0,1
IL2RB,35,1,38,20
Z82188.2,0,0,1,1
C1QTNF6,2015,65,1989,1422
SSTR3,3,1,3,3
Z82188.1,0,0,0,0
RAC2,2,2026,459,396
CYTH4,5,17,60,31
ELFN2,140,494,192,171
Z94160.1,0,0,0,0
Z94160.2,0,0,0,0
MFNG,7,82,347,167
CARD10,716,2444,997,876
AL022315.1,0,0,0,0
CDC42EP1,372,1023,515,471
LGALS2,0,0,2,3
GGA1,1240,621,1476,1065
SH3BP1,297,139,302,262
Z83844.2,1,3,4,4
PDXP,44,21,83,39
RN7SL385P,0,0,0,0
LGALS1,1368,13958,3598,3231
NOL12,52,42,90,36
Z83844.1,0,0,0,0
TRIOBP,1255,1713,1565,1126
H1F0,7980,2153,8073,5978
GCAT,265,344,318,213
GALR3,0,1,5,1
ANKRD54,649,286,721,598
MIR658,0,0,0,0
MIR659,3,0,2,0
EIF3L,2285,3144,2941,2216
AL022311.1,18,21,22,20
RNU6-900P,0,0,0,0
MICALL1,734,1663,1078,813
AL031587.5,4,25,9,8
C22orf23,7,36,8,7
AL031587.6,25,65,34,29
AL031587.3,0,0,0,0
POLR2F,0,4,2,2
MIR6820,0,0,0,0
SOX10,0,0,0,0
MIR4534,0,0,0,0
AL031587.1,0,0,0,1
AL031587.4,0,0,0,0
PICK1,578,183,632,412
AL031587.2,0,0,0,0
SLC16A8,43,0,39,30
BAIAP2L2,32,34,31,28
AL022322.1,13,1,20,12
PLA2G6,144,83,204,143
AL022322.2,0,2,1,1
MAFF,44,640,148,158
TMEM184B,1933,2050,2479,1827
AL020993.1,1,0,1,0
RN7SL704P,0,1,0,0
CSNK1E,1014,1470,1259,967
Z98749.3,0,0,0,0
Z98749.2,15,25,21,16
Z98749.1,0,0,0,0
Z97056.1,0,0,1,0
KCNJ4,10,0,12,8
KDELR3,443,307,709,481
DDX17,9055,6748,11162,7941
DMC1,96,5,97,73
RPS29P31,0,0,0,0
FAM227A,59,34,80,55
CBY1,275,202,305,221
AL021707.4,0,2,3,3
AL021707.2,5,11,13,6
TOMM22,1267,1202,1489,1107
JOSD1,1338,1475,1613,1273
GTPBP1,618,699,908,690
PRDX3P1,0,1,1,0
AL021707.5,1,2,0,0
SUN2,859,1305,1056,782
AL021707.3,2,3,3,1
AL021707.8,2,5,0,1
AL021707.1,0,0,1,0
AL021707.6,10,11,13,10
AL021707.7,0,0,2,1
DNAL4,295,122,312,242
NPTXR,1020,8,1033,804
CBX6,3573,948,3833,2987
AL022318.1,0,0,0,0
APOBEC3A,0,0,0,0
APOBEC3B,186,27,174,132
APOBEC3B-AS1,0,0,0,0
APOBEC3C,21,718,203,163
AL022318.4,0,0,0,0
APOBEC3D,1,0,0,1
APOBEC3F,2,48,14,15
AL022318.2,0,0,0,0
APOBEC3G,0,125,29,27
AL031846.1,0,0,0,1
APOBEC3H,14,4,16,7
CBX7,364,30,351,270
COX5BP7,0,0,0,0
AL031846.2,22,7,28,23
FUNDC2P4,0,0,0,0
PDGFB,1294,9,1313,919
AL031590.1,4,1,6,6
AL022326.1,5,0,4,1
RPL3,24153,21022,28169,20740
SNORD83B,0,0,0,0
SNORD83A,7,9,8,5
SNORD43,0,0,0,0
SYNGR1,364,5,371,298
AL022326.2,4,0,4,3
TAB1,574,556,671,589
MGAT3,72,2,57,34
MGAT3-AS1,2,0,2,1
MIEF1,767,1238,1259,876
ATF4,5440,4070,6858,4787
RPS19BP1,1158,770,1489,1068
CACNA1I,51,1,47,28
ENTHD1,0,0,0,0
AL022319.1,0,0,0,0
RN7SKP210,0,0,0,0
UQCRFS1P1,47,26,68,64
GRAP2,0,1,0,2
Z82206.1,0,1,1,0
FAM83F,83,684,140,163
Z83847.1,2,0,2,2
TNRC6B,745,497,866,676
RPL7P52,0,0,1,1
ADSL,123,148,168,124
AL022238.4,1,1,2,0
SGSM3,32,14,36,21
AL022238.2,0,0,1,0
MKL1,818,717,1012,772
AL022238.3,3,1,1,0
AL022238.1,2,0,3,1
AL031594.1,0,0,0,0
COX6B1P3,0,0,0,0
RPL4P6,6,7,5,4
GAPDHP37,0,0,0,0
MCHR1,4,0,3,3
SLC25A17,600,457,726,511
Z98048.1,0,0,1,0
JTBP1,0,0,0,2
MIR4766,0,0,0,0
ST13,2220,2215,2702,2037
XPNPEP3,446,252,506,363
DNAJB7,4,0,4,0
RNU6-379P,0,0,0,0
RBX1,968,677,1005,872
AL080243.2,13,5,8,7
AL080243.1,0,2,0,1
EP300,2694,1592,3258,2389
MIR1281,0,0,0,0
RNU6-375P,0,0,0,1
AL035658.1,0,0,0,0
EP300-AS1,15,5,18,12
LRRC37A14P,1,0,1,0
L3MBTL2,655,343,759,529
AL035681.1,3,1,5,2
CHADL,16,1,15,11
RANGAP1,4504,2977,5251,3883
MIR6889,0,0,0,0
ZC3H7B,2790,2432,3362,2514
TEF,603,252,612,506
RNU6-495P,0,0,0,0
AL008582.1,2,0,0,0
TOB2,2057,930,2238,1652
PHF5A,781,478,902,666
ACO2,1750,1023,2049,1624
POLR3H,1074,544,1226,882
CSDC2,3,5,1,0
PMM1,419,503,569,388
DESI1,628,1054,984,713
XRCC6,8862,6593,10170,7670
SNU13,1848,1465,2116,1691
RNU6-476P,1,1,0,1
C22orf46,472,176,544,421
MEI1,2,2,9,4
HMGN2P10,2,0,2,0
RNU6ATAC22P,0,0,0,0
CCDC134,132,45,120,112
AL021453.1,62,26,56,45
SREBF2,4634,1532,5797,4060
MIR33A,0,0,0,0
SHISA8,28,0,32,21
TNFRSF13C,13,6,53,34
MIR378I,0,0,0,0
CENPM,580,197,656,492
LINC00634,6,1,10,7
03-Sep,232,1,254,177
Z99716.1,0,0,1,0
WBP2NL,11,1,7,4
SLC25A5P1,2,0,0,2
NAGA,703,438,786,595
FAM109B,6,14,13,4
