"","Cell","Batch","Group","ExpLibSize","sizeFactor"
"Cell2693","Cell2693","Batch1","Group3",67847.8343279948,0.350348335599183
"Cell2694","Cell2694","Batch1","Group2",193736.73083619,0.996025467565305
"Cell2695","Cell2695","Batch1","Group3",234982.744408647,1.20635072187794
"Cell2696","Cell2696","Batch1","Group3",315483.69905841,1.61983058374838
"Cell2697","Cell2697","Batch1","Group1",97986.8294019346,0.506034701942028
"Cell2698","Cell2698","Batch1","Group3",465985.870114413,2.41135373252937
"Cell2699","Cell2699","Batch1","Group2",513076.55126775,2.65117431574605
"Cell2700","Cell2700","Batch1","Group1",109255.818896321,0.563060376206113
"Cell2701","Cell2701","Batch1","Group1",112852.818204958,0.587257451051707
"Cell2702","Cell2702","Batch1","Group1",119255.940486569,0.616392704437218
"Cell2703","Cell2703","Batch1","Group2",107363.006854414,0.549871324355751
"Cell2704","Cell2704","Batch1","Group1",206610.685778415,1.06883788134919
"Cell2705","Cell2705","Batch1","Group2",128724.904775814,0.663361983862201
"Cell2706","Cell2706","Batch1","Group1",262716.186722706,1.34906922561753
"Cell2707","Cell2707","Batch1","Group1",364638.354170478,1.87072606112802
"Cell2708","Cell2708","Batch1","Group1",211479.96739353,1.09108540445871
"Cell2709","Cell2709","Batch1","Group3",148431.320076384,0.76203296381292
"Cell2710","Cell2710","Batch1","Group2",28105.0792943714,0.144349131444952
"Cell2711","Cell2711","Batch1","Group3",179666.259202674,0.9221122514819
"Cell2712","Cell2712","Batch1","Group1",188167.380836619,0.963870723760074
"Cell2713","Cell2713","Batch1","Group3",472812.608233636,2.43070521968267
"Cell2714","Cell2714","Batch1","Group2",162648.07780668,0.847324566282051
"Cell2715","Cell2715","Batch1","Group1",297320.456480854,1.52753808441172
"Cell2716","Cell2716","Batch1","Group1",82029.7366095322,0.422569196745471
"Cell2717","Cell2717","Batch1","Group2",173681.9761944,0.882730277626061
"Cell2718","Cell2718","Batch1","Group2",118223.983506069,0.609417527249585
"Cell2719","Cell2719","Batch1","Group2",221330.73057296,1.14924788857417
"Cell2720","Cell2720","Batch1","Group2",376556.441466825,1.94705178318562
"Cell2721","Cell2721","Batch1","Group3",89168.358574208,0.460454285231398
"Cell2722","Cell2722","Batch1","Group2",406674.524568518,2.09173527046921
"Cell2723","Cell2723","Batch1","Group2",85838.3261010117,0.438062731914461
"Cell2724","Cell2724","Batch1","Group1",168963.060626821,0.869016544305833
"Cell2725","Cell2725","Batch1","Group1",416789.879225494,2.13829303501586
"Cell2726","Cell2726","Batch1","Group2",85492.2733305605,0.438155322762084
"Cell2727","Cell2727","Batch1","Group3",246806.067546956,1.27888021918297
"Cell2728","Cell2728","Batch1","Group3",167490.453848136,0.861285208529275
"Cell2729","Cell2729","Batch1","Group3",114645.364670733,0.601115214579349
"Cell2730","Cell2730","Batch1","Group2",211629.80114853,1.08826138360619
"Cell2731","Cell2731","Batch1","Group1",137584.315498844,0.716545137949912
"Cell2732","Cell2732","Batch1","Group2",260372.778753331,1.35286030643411
"Cell2733","Cell2733","Batch1","Group2",95914.1057330259,0.497665518104065
"Cell2734","Cell2734","Batch1","Group2",84702.54418481,0.44259968344801
"Cell2735","Cell2735","Batch1","Group2",70219.9772763815,0.361083729987524
"Cell2736","Cell2736","Batch1","Group3",128484.032657676,0.66409242277123
"Cell2737","Cell2737","Batch1","Group1",299531.707266051,1.53733728245187
"Cell2738","Cell2738","Batch1","Group2",153768.52448997,0.800530180680357
"Cell2739","Cell2739","Batch1","Group2",153232.974363744,0.789131218550715
"Cell2740","Cell2740","Batch1","Group2",162858.448663847,0.837422489522321
"Cell2741","Cell2741","Batch1","Group3",150168.029556479,0.780026451867743
"Cell2742","Cell2742","Batch1","Group2",160001.088817874,0.810658590623166
"Cell2743","Cell2743","Batch1","Group2",53401.3130792629,0.273729409190781
"Cell2744","Cell2744","Batch1","Group3",204313.836486966,1.04507289712584
"Cell2745","Cell2745","Batch1","Group1",90713.740257365,0.466961364244934
"Cell2746","Cell2746","Batch1","Group1",258319.486520507,1.32555115032117
"Cell2747","Cell2747","Batch1","Group2",331470.100210529,1.70031260607707
"Cell2748","Cell2748","Batch1","Group1",254870.436918027,1.30219253704017
"Cell2749","Cell2749","Batch1","Group3",109457.968182972,0.570241310832909
"Cell2750","Cell2750","Batch1","Group1",174509.066424184,0.903887286308018
"Cell2751","Cell2751","Batch1","Group1",69997.4553172129,0.359447958346176
"Cell2752","Cell2752","Batch1","Group3",224417.771472627,1.14272023381672
"Cell2753","Cell2753","Batch1","Group3",129491.657694965,0.662518378361631
"Cell2754","Cell2754","Batch1","Group1",213071.870188638,1.09940314893688
"Cell2755","Cell2755","Batch1","Group3",52075.8867216885,0.263775893071261
"Cell2756","Cell2756","Batch1","Group3",143657.363989911,0.750222486804951
"Cell2757","Cell2757","Batch1","Group2",366765.057590956,1.88881728396645
"Cell2758","Cell2758","Batch1","Group3",466714.180641967,2.39978502051241
"Cell2759","Cell2759","Batch1","Group2",261615.344449236,1.32284543999617
"Cell2760","Cell2760","Batch1","Group1",274869.755146541,1.4314236406426
"Cell2761","Cell2761","Batch1","Group2",107848.940018919,0.549346642885885
"Cell2762","Cell2762","Batch1","Group3",269760.94315673,1.39559098261233
"Cell2763","Cell2763","Batch1","Group2",70059.2982182368,0.361947911232009
"Cell2764","Cell2764","Batch1","Group1",305634.293383048,1.56435837814998
"Cell2765","Cell2765","Batch1","Group3",117711.433987808,0.60575504483248
"Cell2766","Cell2766","Batch1","Group2",107152.819003133,0.551172740158458
"Cell2767","Cell2767","Batch1","Group1",109510.603120632,0.566079866625833
"Cell2768","Cell2768","Batch1","Group2",89274.738109764,0.461122996908678
"Cell2769","Cell2769","Batch1","Group2",152904.245826623,0.781672511381048
"Cell2770","Cell2770","Batch1","Group3",129832.868867207,0.672826826063708
"Cell2771","Cell2771","Batch1","Group1",229458.424178802,1.18136662482755
"Cell2772","Cell2772","Batch1","Group1",555971.990415152,2.85498220317319
"Cell2773","Cell2773","Batch1","Group2",126560.738496325,0.650733621033558
"Cell2774","Cell2774","Batch1","Group3",230186.072775589,1.18619163677593
"Cell2775","Cell2775","Batch1","Group3",215543.862506428,1.11539564589584
"Cell2776","Cell2776","Batch1","Group3",499613.496609738,2.57125812637506
"Cell2777","Cell2777","Batch1","Group2",184513.495087293,0.946391629303159
"Cell2778","Cell2778","Batch1","Group3",109566.48565548,0.561126256277979
"Cell2779","Cell2779","Batch1","Group1",139286.935646489,0.715644949153573
"Cell2780","Cell2780","Batch1","Group3",91895.8071370885,0.473725640057425
"Cell2781","Cell2781","Batch1","Group3",68539.2102056996,0.348167306744053
"Cell2782","Cell2782","Batch1","Group2",63914.8541872507,0.32519448866148
"Cell2783","Cell2783","Batch1","Group3",38833.164366168,0.200454041168782
"Cell2784","Cell2784","Batch1","Group1",336672.289329239,1.72000873694097
"Cell2785","Cell2785","Batch1","Group3",36112.7946615627,0.186663148808867
"Cell2786","Cell2786","Batch1","Group3",287467.611928319,1.49191118382061
"Cell2787","Cell2787","Batch1","Group3",317874.61244367,1.63079745525578
"Cell2788","Cell2788","Batch1","Group1",34699.7321486169,0.180480137762013
"Cell2789","Cell2789","Batch1","Group3",128990.533322665,0.666895867879829
"Cell2790","Cell2790","Batch1","Group3",511602.468401122,2.60179253034688
"Cell2791","Cell2791","Batch1","Group1",100331.841388292,0.513179629016971
"Cell2792","Cell2792","Batch1","Group3",325579.444944048,1.67626470537487
"Cell2793","Cell2793","Batch1","Group3",160793.163865424,0.823400120043348
"Cell2794","Cell2794","Batch1","Group2",189450.421346617,0.982116264677872
"Cell2795","Cell2795","Batch1","Group2",192800.770347825,0.991514235711652
"Cell2796","Cell2796","Batch1","Group1",108890.287334508,0.560606718744092
"Cell2797","Cell2797","Batch1","Group1",261582.952682176,1.3373719152011
"Cell2798","Cell2798","Batch1","Group3",331841.642635467,1.70697914710596
"Cell2799","Cell2799","Batch1","Group3",343794.191880939,1.78454455773451
"Cell2800","Cell2800","Batch1","Group3",149651.129317735,0.763087470688631
"Cell2801","Cell2801","Batch1","Group3",263999.898735466,1.34727399196083
"Cell2802","Cell2802","Batch1","Group3",84616.4516137492,0.438767451143595
"Cell2803","Cell2803","Batch1","Group1",273632.810460258,1.40279249298304
"Cell2804","Cell2804","Batch1","Group2",240126.75498679,1.23354156746336
"Cell2805","Cell2805","Batch1","Group2",276351.724118993,1.41799282380122
"Cell2806","Cell2806","Batch1","Group2",172758.392021259,0.889545992798342
"Cell2807","Cell2807","Batch1","Group1",48528.117305152,0.248056024719191
"Cell2808","Cell2808","Batch1","Group2",310134.137510333,1.59650283408325
"Cell2809","Cell2809","Batch1","Group2",242308.307715975,1.24847441361063
"Cell2810","Cell2810","Batch1","Group2",151758.847465721,0.781528481173634
"Cell2811","Cell2811","Batch1","Group3",283495.760041112,1.46094468922654
"Cell2812","Cell2812","Batch1","Group2",114129.366631893,0.58679449681359
"Cell2813","Cell2813","Batch1","Group3",456481.947899524,2.33829955375447
"Cell2814","Cell2814","Batch1","Group1",79956.9528564471,0.409447016062837
"Cell2815","Cell2815","Batch1","Group3",212710.518689161,1.1022014501095
"Cell2816","Cell2816","Batch1","Group1",123240.432425393,0.640111393236757
"Cell2817","Cell2817","Batch1","Group2",486361.110522728,2.48464967629528
"Cell2818","Cell2818","Batch1","Group1",85032.348071114,0.435855983379435
"Cell2819","Cell2819","Batch1","Group3",130738.155693238,0.670002805211193
"Cell2820","Cell2820","Batch1","Group2",278233.383264134,1.42143411697123
"Cell2821","Cell2821","Batch1","Group2",236865.506772138,1.20789904660765
"Cell2822","Cell2822","Batch1","Group3",53890.7723871912,0.278523557523284
"Cell2823","Cell2823","Batch1","Group3",143220.651867129,0.750078456597537
"Cell2824","Cell2824","Batch1","Group3",255244.767962025,1.3044713006789
"Cell2825","Cell2825","Batch1","Group3",60161.4210132744,0.308497272473385
"Cell2826","Cell2826","Batch1","Group1",50322.4781862556,0.257443707881013
"Cell2827","Cell2827","Batch1","Group3",189379.158761095,0.97211645313454
"Cell2828","Cell2828","Batch1","Group3",207354.080318043,1.06569493646597
"Cell2829","Cell2829","Batch1","Group3",152559.339493217,0.785797948036271
"Cell2830","Cell2830","Batch1","Group1",190909.447773278,0.974256330501837
"Cell2831","Cell2831","Batch1","Group2",60075.9014416408,0.308579575449051
"Cell2832","Cell2832","Batch1","Group1",368871.641045062,1.89757226300284
"Cell2833","Cell2833","Batch1","Group2",184798.046839218,0.966236934310451
"Cell2834","Cell2834","Batch1","Group3",123658.288575989,0.638166985436665
"Cell2835","Cell2835","Batch1","Group3",155349.89993906,0.806034192177973
"Cell2836","Cell2836","Batch1","Group2",156088.169147539,0.803565102908014
"Cell2837","Cell2837","Batch1","Group1",160940.490265537,0.828209700183788
"Cell2838","Cell2838","Batch1","Group2",199328.045640981,1.01731107464674
"Cell2839","Cell2839","Batch1","Group1",575772.557861835,2.93808763285121
"Cell2840","Cell2840","Batch1","Group3",127582.060806761,0.653341596574952
"Cell2841","Cell2841","Batch1","Group3",70057.6011320944,0.361855320384386
"Cell2842","Cell2842","Batch1","Group3",308003.067106219,1.58640014382033
"Cell2843","Cell2843","Batch1","Group1",147066.031754501,0.753931264645868
"Cell2844","Cell2844","Batch1","Group1",259570.975571171,1.33728446828945
"Cell2845","Cell2845","Batch1","Group3",69531.6125082641,0.356649657173556
"Cell2846","Cell2846","Batch1","Group2",182553.542468604,0.938007013657258
"Cell2847","Cell2847","Batch1","Group3",212402.668011327,1.0748099910209
"Cell2848","Cell2848","Batch1","Group2",174700.171305502,0.903835846948227
"Cell2849","Cell2849","Batch1","Group1",474495.839190437,2.42867850890691
"Cell2850","Cell2850","Batch1","Group2",267842.305599815,1.37578168515689
"Cell2851","Cell2851","Batch1","Group1",359431.125495196,1.83823181754817
"Cell2852","Cell2852","Batch1","Group2",111739.928761673,0.577602283218973
"Cell2853","Cell2853","Batch1","Group1",84435.4557119752,0.434173916314276
"Cell2854","Cell2854","Batch1","Group2",154491.91522711,0.798338863953269
"Cell2855","Cell2855","Batch1","Group2",125762.041116282,0.651927014180705
"Cell2856","Cell2856","Batch1","Group3",307302.302755495,1.57373577343984
"Cell2857","Cell2857","Batch1","Group2",210424.456514596,1.07576161917703
"Cell2858","Cell2858","Batch1","Group2",217518.646705088,1.12153236151889
"Cell2859","Cell2859","Batch1","Group3",479656.210266551,2.44978407822907
"Cell2860","Cell2860","Batch1","Group3",130889.033624,0.667847496035959
"Cell2861","Cell2861","Batch1","Group1",85243.3810698462,0.439883685251055
"Cell2862","Cell2862","Batch1","Group1",84492.1404565993,0.433057682206816
"Cell2863","Cell2863","Batch1","Group1",182934.021535942,0.94152032193097
"Cell2864","Cell2864","Batch1","Group3",81940.3979916159,0.422857257160299
"Cell2865","Cell2865","Batch1","Group1",200930.392696457,1.02881805943194
"Cell2866","Cell2866","Batch1","Group2",128560.513567498,0.658135744907455
"Cell2867","Cell2867","Batch1","Group2",74590.0254033178,0.379262399737593
"Cell2868","Cell2868","Batch1","Group2",90878.3024075921,0.463633237666469
"Cell2869","Cell2869","Batch1","Group2",80400.1070550301,0.410552962298339
"Cell2870","Cell2870","Batch1","Group1",280343.523401524,1.4581772516698
"Cell2871","Cell2871","Batch1","Group2",210288.712501349,1.07788092080041
"Cell2872","Cell2872","Batch1","Group2",183395.320393704,0.944246607999883
"Cell2873","Cell2873","Batch1","Group2",68713.4604596322,0.355646589657636
"Cell2874","Cell2874","Batch1","Group2",199148.66860873,1.0262718111223
"Cell2875","Cell2875","Batch1","Group1",183355.641083265,0.933830137642245
"Cell2876","Cell2876","Batch1","Group2",163749.084407654,0.84565278708885
"Cell2877","Cell2877","Batch1","Group1",53782.413675603,0.277391891607886
"Cell2878","Cell2878","Batch1","Group1",124984.29277282,0.643393224391411
"Cell2879","Cell2879","Batch1","Group2",88840.8093108222,0.458468725943472
"Cell2880","Cell2880","Batch1","Group1",83031.8072065143,0.430454850601401
"Cell2881","Cell2881","Batch1","Group2",361295.32051144,1.85482101108071
"Cell2882","Cell2882","Batch1","Group2",181502.203346666,0.947188939379916
"Cell2883","Cell2883","Batch1","Group3",179162.497422267,0.929874450874332
"Cell2884","Cell2884","Batch1","Group3",54255.9311421519,0.27921798888046
"Cell2885","Cell2885","Batch1","Group1",249658.228846262,1.27821665144167
"Cell2886","Cell2886","Batch1","Group1",198025.303914739,1.02415250949892
"Cell2887","Cell2887","Batch1","Group3",109658.18045108,0.560097469082163
"Cell2888","Cell2888","Batch1","Group3",321255.906200319,1.64025715352131
"Cell2889","Cell2889","Batch1","Group2",77198.589943049,0.394478162363713
"Cell2890","Cell2890","Batch1","Group3",249820.96559915,1.28217748214557
"Cell2891","Cell2891","Batch1","Group2",133874.944197659,0.691344995588398
"Cell2892","Cell2892","Batch1","Group2",148014.467854532,0.761518570215012
"Cell2893","Cell2893","Batch1","Group1",201577.925695555,1.03560291098835
"Cell2894","Cell2894","Batch1","Group2",161318.394245966,0.833127302979789
"Cell2895","Cell2895","Batch1","Group1",436749.272429471,2.25191743685777
"Cell2896","Cell2896","Batch1","Group3",68363.6275995631,0.357179482579402
"Cell2897","Cell2897","Batch1","Group1",292479.144407312,1.51980160469918
"Cell2898","Cell2898","Batch1","Group1",363652.519429664,1.86482596656002
"Cell2899","Cell2899","Batch1","Group3",466033.929320113,2.39345797925814
"Cell2900","Cell2900","Batch1","Group3",225069.454738397,1.16937096612433
"Cell2901","Cell2901","Batch1","Group3",240132.374499727,1.24030069933987
"Cell2902","Cell2902","Batch1","Group3",41775.5380407675,0.216276788240433
"Cell2903","Cell2903","Batch1","Group2",448070.887686056,2.30927232302452
"Cell2904","Cell2904","Batch1","Group1",127741.932081461,0.659725221124991
"Cell2905","Cell2905","Batch1","Group1",110849.373680833,0.568533524087855
"Cell2906","Cell2906","Batch1","Group3",262578.335142197,1.34784496885451
"Cell2907","Cell2907","Batch1","Group2",588966.006969832,3.0342329402362
"Cell2908","Cell2908","Batch1","Group3",46938.8789700974,0.245484056729651
"Cell2909","Cell2909","Batch1","Group3",41907.1739042073,0.212439412000039
"Cell2910","Cell2910","Batch1","Group3",861951.752350365,4.42787437111246
"Cell2911","Cell2911","Batch1","Group1",163023.175257464,0.835678695225413
"Cell2912","Cell2912","Batch1","Group3",236090.329156663,1.20994633312732
"Cell2913","Cell2913","Batch1","Group2",126154.270727181,0.657945419276229
"Cell2914","Cell2914","Batch1","Group2",433887.071554306,2.24747822010782
"Cell2915","Cell2915","Batch1","Group3",169394.112920145,0.873712957854733
"Cell2916","Cell2916","Batch1","Group2",198199.358253376,1.02156510970144
"Cell2917","Cell2917","Batch1","Group2",146481.702354445,0.759018617329179
"Cell2918","Cell2918","Batch1","Group3",305707.543828177,1.55553138400987
"Cell2919","Cell2919","Batch1","Group2",111506.398203152,0.570061273073641
"Cell2920","Cell2920","Batch1","Group1",93954.4424150946,0.48773772166444
"Cell2921","Cell2921","Batch1","Group1",251805.479562594,1.30325218785186
"Cell2922","Cell2922","Batch1","Group2",340423.94829947,1.73789420234023
